@relation lbl

@attribute	Ax	numeric
@attribute	Ay	numeric
@attribute	Az	numeric
@attribute	Asvm	numeric
@attribute	Asma	numeric
@attribute	State	{ Unknown, Trans, Lie,  Sit, Stand, Walk, Active }


@data
-29.2969, -605.469, 31.25, 606.982, 666.016, Unknown
-23.4375, -519.531, -113.281, 532.254, 661.133, Unknown
48.8281, -490.234, 19.5313, 493.047, 626.953, Unknown
1.95313, -498.047, -21.4844, 498.514, 600.586, Unknown
0, -566.406, -17.5781, 566.679, 597.266, Unknown
5.85938, -482.422, -39.0625, 484.036, 585.612, Unknown
37.1094, -513.672, -7.8125, 515.07, 581.752, Unknown
58.5938, -501.953, 33.2031, 506.451, 583.252, Unknown
48.8281, -562.5, -33.2031, 565.591, 590.061, Unknown
74.2188, -453.125, -25.3906, 459.865, 586.328, Unknown
82.0313, -554.688, -31.25, 561.591, 593.75, Unknown
39.0625, -451.172, -68.3594, 457.99, 590.82, Unknown
80.0781, -552.734, 7.8125, 558.56, 594.651, Unknown
66.4063, -527.344, -11.7188, 531.638, 595.424, Unknown
35.1563, -425.781, 46.875, 429.794, 589.583, Unknown
279.297, -515.625, 0, 586.409, 602.417, Unknown
136.719, -544.922, -52.7344, 564.281, 610.179, Unknown
212.891, -357.422, 1.95313, 416.025, 608.073, Unknown
287.109, -435.547, -183.594, 553.028, 621.419, Unknown
105.469, -523.438, -113.281, 545.842, 626.194, Unknown
291.016, -373.047, -259.766, 539.752, 646.484, Unknown
83.9844, -710.938, -44.9219, 717.289, 664.171, Unknown
119.141, -410.156, -46.875, 429.674, 663.737, Unknown
160.156, -492.188, -60.5469, 521.118, 674.045, Unknown
312.5, -488.281, -23.4375, 580.193, 688.802, Unknown
208.984, -384.766, 25.3906, 438.593, 690.213, Unknown
164.063, -582.031, 220.703, 643.729, 708.116, Unknown
339.844, -423.828, 9.76563, 543.341, 720.378, Unknown
449.219, -214.844, -68.3594, 502.621, 723.958, Unknown
271.484, -603.516, -56.6406, 664.186, 744.683, Unknown
392.578, -425.781, -33.2031, 580.095, 756.402, Unknown
230.469, -357.422, -107.422, 438.641, 761.393, Unknown
