@relation exp_4th_11

@attribute 	ax	numeric
@attribute 	ay	numeric
@attribute 	az	numeric
@attribute 	gx	numeric
@attribute 	gy	numeric
@attribute 	gz	numeric
@attribute 	SMVAcc	numeric
@attribute 	SMVGyro	numeric
@attribute 	SMA30Acc	numeric
@attribute 	SMA30Gyro	numeric
@attribute 	Angle	numeric


@data
0.26, 0.62, 0.78, 0.5, 0.64, 0.52, 1.02976, 0.964365, 1.64588, 2.46, 38.7394
0.26, 0.62, 0.77, 0.51, 2.08, 0.66, 1.0222, 2.241, 1.64611, 2.50389, 39.6461
0.26, 0.62, 0.77, 0.37, 1.59, 0.48, 1.0222, 1.70159, 1.64632, 2.50053, 39.6461
0.26, 0.62, 0.77, 0.51, 2.11, 0.26, 1.0222, 2.18628, 1.6465, 2.5195, 39.6461
0.25, 0.61, 0.77, 0.41, 1.45, 0.8, 1.01366, 1.70605, 1.64571, 2.52619, 39.6461
0.26, 0.61, 0.77, 0.53, 0.67, 0.16, 1.01617, 0.869138, 1.64545, 2.47318, 39.6461
0.25, 0.62, 0.76, 0.28, 1.09, 0.36, 1.01218, 1.18157, 1.64478, 2.44087, 40.5358
0.26, 0.62, 0.77, 0.18, 0.79, 0.18, 1.0222, 0.83, 1.645, 2.38708, 39.6461
0.26, 0.61, 0.78, -0.43, -0.82, 0.14, 1.02377, 0.936429, 1.6452, 2.3472, 38.7394
0.25, 0.62, 0.77, -0.01, 0.24, -0.37, 1.01971, 0.441135, 1.645, 2.28077, 39.6461
0.26, 0.62, 0.76, -0.52, 0.74, -0.42, 1.01469, 0.997196, 1.64481, 2.25852, 40.5358
0.26, 0.61, 0.77, -0.18, 0.11, -0.55, 1.01617, 0.589067, 1.64464, 2.20786, 39.6461
0.26, 0.62, 0.77, -0.65, 1.4, 0.6, 1.0222, 1.65605, 1.64483, 2.2231, 39.6461
0.25, 0.62, 0.77, -0.18, -0.4, -0.72, 1.01971, 0.84309, 1.64467, 2.19233, 39.6461
0.26, 0.62, 0.78, -0.48, 0.3, -0.34, 1.02976, 0.660303, 1.645, 2.13167, 38.7394
0.26, 0.62, 0.77, -0.3, 2.33, -0.76, 1.0222, 2.46911, 1.645, 2.17933, 39.6461
0.24, 0.61, 0.78, 0.14, -0.42, -0.31, 1.01887, 0.540463, 1.645, 2.11867, 38.7394
0.28, 0.63, 0.76, -0.72, -0.85, -0.76, 1.02611, 1.34852, 1.64533, 2.082, 40.5358
0.23, 0.62, 0.77, -0.67, 2.38, 1.92, 1.01499, 3.13045, 1.644, 2.17633, 39.6461
0.25, 0.62, 0.77, -0.14, -1.62, 1.37, 1.01971, 2.12624, 1.644, 2.13567, 39.6461
0.26, 0.61, 0.76, -0.55, 3.11, 0.21, 1.00861, 3.16523, 1.64367, 2.14433, 40.5358
0.25, 0.62, 0.77, -0.43, 1.78, -1.05, 1.01971, 2.11088, 1.64367, 2.162, 39.6461
0.25, 0.62, 0.77, -1.01, 0.63, -0.08, 1.01971, 1.19306, 1.644, 2.161, 39.6461
0.25, 0.61, 0.77, 0.52, 0.34, -0.34, 1.01366, 0.708237, 1.64367, 2.15633, 39.6461
0.27, 0.62, 0.76, -0.76, 1.14, -0.11, 1.0173, 1.37452, 1.644, 2.12867, 40.5358
0.26, 0.61, 0.77, -0.63, 2.24, 0.27, 1.01617, 2.34252, 1.64367, 2.16067, 39.6461
0.25, 0.62, 0.78, 0.37, 2.11, 0.03, 1.02728, 2.14241, 1.644, 2.19033, 38.7394
0.25, 0.62, 0.77, 0.34, 1.85, 0.5, 1.01971, 1.9463, 1.64333, 2.19433, 39.6461
0.26, 0.62, 0.77, 0.23, 0.5, 0.59, 1.0222, 0.806846, 1.64367, 2.14867, 39.6461
0.26, 0.62, 0.78, 0.5, 0.64, 0.52, 1.02976, 0.964365, 1.644, 2.16, 38.7394
0.26, 0.62, 0.77, 0.51, 2.08, 0.66, 1.0222, 2.241, 1.64367, 2.213, 39.6461
0.26, 0.62, 0.77, 0.37, 1.59, 0.48, 1.0222, 1.70159, 1.64367, 2.186, 39.6461
0.26, 0.62, 0.77, 0.51, 2.11, 0.26, 1.0222, 2.18628, 1.64367, 2.20067, 39.6461
0.25, 0.61, 0.77, 0.41, 1.45, 0.8, 1.01366, 1.70605, 1.643, 2.19333, 39.6461
0.26, 0.61, 0.77, 0.53, 0.67, 0.16, 1.01617, 0.869138, 1.64333, 2.15, 39.6461
0.25, 0.62, 0.76, 0.28, 1.09, 0.36, 1.01218, 1.18157, 1.643, 2.16233, 40.5358
0.26, 0.62, 0.77, 0.18, 0.79, 0.18, 1.0222, 0.83, 1.64367, 2.143, 39.6461
0.26, 0.61, 0.78, -0.43, -0.82, 0.14, 1.02377, 0.936429, 1.64367, 2.151, 38.7394
0.25, 0.62, 0.77, -0.01, 0.24, -0.37, 1.01971, 0.441135, 1.64333, 2.12533, 39.6461
0.26, 0.62, 0.76, -0.52, 0.74, -0.42, 1.01469, 0.997196, 1.64333, 2.16067, 40.5358
0.26, 0.61, 0.77, -0.18, 0.11, -0.55, 1.01617, 0.589067, 1.64333, 2.13267, 39.6461
0.26, 0.62, 0.77, -0.65, 1.4, 0.6, 1.0222, 1.65605, 1.64367, 2.193, 39.6461
0.25, 0.62, 0.77, -0.18, -0.4, -0.72, 1.01971, 0.84309, 1.64333, 2.148, 39.6461
0.25, 0.62, 0.77, -0.94, 2.59, -0.7, 1.01971, 2.84283, 1.64333, 2.24567, 39.6461
0.25, 0.61, 0.77, -0.02, 1.72, -0.56, 1.01366, 1.80898, 1.64233, 2.285, 39.6461
0.25, 0.62, 0.78, -0.71, 0.75, -0.34, 1.02728, 1.08729, 1.64233, 2.232, 38.7394
0.25, 0.61, 0.77, -0.37, 0.31, 0.4, 1.01366, 0.626897, 1.64233, 2.239, 39.6461
0.25, 0.62, 0.77, -0.46, 1.07, 0.54, 1.01971, 1.28378, 1.64133, 2.23033, 39.6461
0.25, 0.61, 0.77, -0.18, 1.69, 1.32, 1.01366, 2.15195, 1.64167, 2.171, 39.6461
0.24, 0.61, 0.77, -0.11, 2.49, 1.41, 1.01124, 2.86362, 1.641, 2.20033, 39.6461
0.25, 0.61, 0.78, -0.13, 1.72, 0.62, 1.02127, 1.83295, 1.64133, 2.15367, 38.7394
0.25, 0.62, 0.77, 0.06, 2.09, 0.55, 1.01971, 2.16199, 1.64133, 2.135, 39.6461
0.24, 0.61, 0.78, -0.76, 1.03, 0.16, 1.01887, 1.29, 1.641, 2.14267, 38.7394
0.25, 0.61, 0.78, 0.14, 1.56, -0.1, 1.02127, 1.56946, 1.64133, 2.16267, 38.7394
0.25, 0.61, 0.77, -0.72, 1.33, 0.48, 1.01366, 1.58673, 1.64067, 2.18, 39.6461
0.24, 0.61, 0.78, -0.56, 1.77, 0.57, 1.01887, 1.94201, 1.64033, 2.172, 38.7394
0.25, 0.62, 0.77, 0.34, 1.85, 0.5, 1.01971, 1.9463, 1.64, 2.178, 39.6461
0.26, 0.62, 0.77, 0.23, 0.5, 0.59, 1.0222, 0.806846, 1.64033, 2.13233, 39.6461
0.26, 0.62, 0.78, 0.5, 0.64, 0.52, 1.02976, 0.964365, 1.64067, 2.14367, 38.7394
0.26, 0.62, 0.77, 0.51, 2.08, 0.66, 1.0222, 2.241, 1.64033, 2.19667, 39.6461
0.26, 0.62, 0.77, 0.37, 1.59, 0.48, 1.0222, 1.70159, 1.64033, 2.16967, 39.6461
0.26, 0.62, 0.77, 0.51, 2.11, 0.26, 1.0222, 2.18628, 1.64033, 2.18433, 39.6461
0.25, 0.61, 0.77, 0.41, 1.45, 0.8, 1.01366, 1.70605, 1.63967, 2.177, 39.6461
0.26, 0.61, 0.77, 0.53, 0.67, 0.16, 1.01617, 0.869138, 1.64, 2.13367, 39.6461
0.25, 0.62, 0.76, 0.28, 1.09, 0.36, 1.01218, 1.18157, 1.63967, 2.146, 40.5358
0.26, 0.62, 0.77, 0.18, 0.79, 0.18, 1.0222, 0.83, 1.64033, 2.12667, 39.6461
0.26, 0.61, 0.78, -0.43, -0.82, 0.14, 1.02377, 0.936429, 1.64033, 2.13467, 38.7394
0.25, 0.62, 0.77, -0.01, 0.24, -0.37, 1.01971, 0.441135, 1.64, 2.109, 39.6461
0.26, 0.62, 0.76, -0.52, 0.74, -0.42, 1.01469, 0.997196, 1.64, 2.14433, 40.5358
0.26, 0.61, 0.77, -0.18, 0.11, -0.55, 1.01617, 0.589067, 1.64, 2.11633, 39.6461
0.26, 0.62, 0.77, -0.65, 1.4, 0.6, 1.0222, 1.65605, 1.64033, 2.17667, 39.6461
0.25, 0.62, 0.77, -0.18, -0.4, -0.72, 1.01971, 0.84309, 1.64, 2.13167, 39.6461
0.25, 0.61, 0.78, 0.99, 1.37, 1.26, 1.02127, 2.10822, 1.64, 2.209, 38.7394
0.24, 0.61, 0.78, 0.82, 4.11, 1.64, 1.01887, 4.50046, 1.63967, 2.287, 38.7394
0.24, 0.62, 0.77, 0.12, 1.34, 1.64, 1.0173, 2.12123, 1.63967, 2.31367, 39.6461
0.24, 0.62, 0.77, -0.02, 0.4, 0.67, 1.0173, 0.780577, 1.639, 2.29, 39.6461
0.25, 0.61, 0.77, 0.37, -0.15, 0.29, 1.01366, 0.493457, 1.639, 2.281, 39.6461
0.25, 0.61, 0.77, 0.56, 0.8, 0.44, 1.01366, 1.07107, 1.63867, 2.272, 39.6461
0.24, 0.61, 0.78, 0.24, 1.73, 0.54, 1.01887, 1.82814, 1.63867, 2.24933, 38.7394
0.25, 0.61, 0.77, 0, 1.46, 0.52, 1.01366, 1.54984, 1.639, 2.18167, 39.6461
0.24, 0.61, 0.78, 0.18, 1.07, 0.3, 1.01887, 1.12574, 1.63867, 2.151, 38.7394
0.25, 0.61, 0.77, -0.02, 0.66, 0.21, 1.01366, 0.692892, 1.63833, 2.09067, 39.6461
0.24, 0.61, 0.77, -0.17, 1.32, -0.17, 1.01124, 1.34172, 1.638, 2.081, 39.6461
0.24, 0.61, 0.77, 0.66, 1.75, 0.15, 1.01124, 1.87633, 1.63733, 2.10633, 39.6461
0.25, 0.62, 0.77, 0.34, 1.85, 0.5, 1.01971, 1.9463, 1.63767, 2.11167, 39.6461
0.26, 0.62, 0.77, 0.23, 0.5, 0.59, 1.0222, 0.806846, 1.63833, 2.059, 39.6461
0.26, 0.62, 0.78, 0.5, 0.64, 0.52, 1.02976, 0.964365, 1.639, 2.02467, 38.7394
0.26, 0.62, 0.77, 0.51, 2.08, 0.66, 1.0222, 2.241, 1.639, 2.089, 39.6461
0.26, 0.62, 0.77, 0.37, 1.59, 0.48, 1.0222, 1.70159, 1.63867, 2.115, 39.6461
0.26, 0.62, 0.77, 0.51, 2.11, 0.26, 1.0222, 2.18628, 1.63867, 2.10267, 39.6461
0.25, 0.61, 0.77, 0.41, 1.45, 0.8, 1.01366, 1.70605, 1.638, 2.11, 39.6461
0.26, 0.61, 0.77, 0.53, 0.67, 0.16, 1.01617, 0.869138, 1.63767, 2.05933, 39.6461
0.25, 0.62, 0.76, 0.28, 1.09, 0.36, 1.01218, 1.18157, 1.63767, 2.02833, 40.5358
0.26, 0.62, 0.77, 0.18, 0.79, 0.18, 1.0222, 0.83, 1.638, 2.02133, 39.6461
0.26, 0.61, 0.78, -0.43, -0.82, 0.14, 1.02377, 0.936429, 1.63867, 2.01, 38.7394
0.25, 0.62, 0.77, -0.01, 0.24, -0.37, 1.01971, 0.441135, 1.63833, 1.99233, 39.6461
0.26, 0.62, 0.76, -0.52, 0.74, -0.42, 1.01469, 0.997196, 1.638, 2.002, 40.5358
0.26, 0.61, 0.77, -0.18, 0.11, -0.55, 1.01617, 0.589067, 1.638, 2.00933, 39.6461
0.26, 0.62, 0.77, -0.65, 1.4, 0.6, 1.0222, 1.65605, 1.63833, 2.04167, 39.6461
0.25, 0.62, 0.77, -0.18, -0.4, -0.72, 1.01971, 0.84309, 1.63833, 2.057, 39.6461
0.25, 0.61, 0.78, -0.25, 1.69, 0.5, 1.02127, 1.78006, 1.638, 2.05, 38.7394
0.24, 0.61, 0.77, 0.72, 1.45, 0.4, 1.01124, 1.6676, 1.63733, 2.09233, 39.6461
0.24, 0.61, 0.78, -0.25, 0.58, 0.34, 1.01887, 0.717287, 1.637, 2.01067, 38.7394
0.24, 0.62, 0.78, 1.16, 1.92, 0.27, 1.02489, 2.2594, 1.63733, 1.90333, 38.7394
0.24, 0.61, 0.78, 0.03, 1.21, 0.39, 1.01887, 1.27165, 1.63733, 1.85433, 38.7394
0.24, 0.61, 0.77, 0.61, 1.53, 0.1, 1.01124, 1.65015, 1.637, 1.89267, 39.6461
0.24, 0.61, 0.78, 0.6, 1.42, 0.05, 1.01887, 1.54237, 1.637, 1.93467, 38.7394
0.23, 0.62, 0.76, 0.05, 2.5, 1.17, 1.00742, 2.76069, 1.63633, 1.99867, 40.5358
0.24, 0.62, 0.77, 0.19, 1.81, 1.26, 1.0173, 2.21355, 1.63633, 2.02367, 39.6461
0.23, 0.61, 0.78, 0.95, 1.89, 1.11, 1.01656, 2.38887, 1.636, 2.08933, 38.7394
0.24, 0.61, 0.78, 0.9, 2.11, 1.09, 1.01887, 2.53972, 1.636, 2.17433, 38.7394
0.24, 0.61, 0.77, 0.57, 1.94, 0.55, 1.01124, 2.09547, 1.63567, 2.24667, 39.6461
0.23, 0.61, 0.77, 0.34, 1.3, 0.44, 1.00891, 1.41393, 1.63533, 2.26067, 39.6461
0.24, 0.62, 0.77, 0.99, 0.98, 0.39, 1.0173, 1.44658, 1.63567, 2.254, 39.6461
0.25, 0.62, 0.77, 0.34, 1.85, 0.5, 1.01971, 1.9463, 1.63567, 2.254, 39.6461
0.26, 0.62, 0.77, 0.23, 0.5, 0.59, 1.0222, 0.806846, 1.63567, 2.254, 39.6461
0.26, 0.62, 0.78, 0.5, 0.64, 0.52, 1.02976, 0.964365, 1.63567, 2.254, 38.7394
0.26, 0.62, 0.77, 0.51, 2.08, 0.66, 1.0222, 2.241, 1.63567, 2.254, 39.6461
0.26, 0.62, 0.77, 0.37, 1.59, 0.48, 1.0222, 1.70159, 1.63567, 2.254, 39.6461
0.26, 0.62, 0.77, 0.51, 2.11, 0.26, 1.0222, 2.18628, 1.63567, 2.254, 39.6461
0.25, 0.61, 0.77, 0.41, 1.45, 0.8, 1.01366, 1.70605, 1.63567, 2.254, 39.6461
0.26, 0.61, 0.77, 0.53, 0.67, 0.16, 1.01617, 0.869138, 1.63567, 2.254, 39.6461
0.25, 0.62, 0.76, 0.28, 1.09, 0.36, 1.01218, 1.18157, 1.63567, 2.254, 40.5358
0.26, 0.62, 0.77, 0.18, 0.79, 0.18, 1.0222, 0.83, 1.63567, 2.254, 39.6461
0.26, 0.61, 0.78, -0.43, -0.82, 0.14, 1.02377, 0.936429, 1.63567, 2.254, 38.7394
0.25, 0.62, 0.77, -0.01, 0.24, -0.37, 1.01971, 0.441135, 1.63567, 2.254, 39.6461
0.26, 0.62, 0.76, -0.52, 0.74, -0.42, 1.01469, 0.997196, 1.63567, 2.254, 40.5358
0.26, 0.61, 0.77, -0.18, 0.11, -0.55, 1.01617, 0.589067, 1.63567, 2.254, 39.6461
0.26, 0.62, 0.77, -0.65, 1.4, 0.6, 1.0222, 1.65605, 1.63567, 2.254, 39.6461
0.25, 0.62, 0.77, -0.18, -0.4, -0.72, 1.01971, 0.84309, 1.63567, 2.254, 39.6461
0.24, 0.61, 0.79, 1.09, 1.95, 0.54, 1.02655, 2.2983, 1.63567, 2.292, 37.8145
0.24, 0.61, 0.77, 0.89, 1.67, 0.25, 1.01124, 1.9088, 1.63567, 2.3, 39.6461
0.23, 0.62, 0.78, 1.11, 1.06, 0.62, 1.02259, 1.65532, 1.63567, 2.354, 38.7394
0.24, 0.62, 0.77, 0.66, 2.35, 0.18, 1.0173, 2.44755, 1.63533, 2.34867, 39.6461
0.24, 0.61, 0.78, 0.5, 0.6, 0.5, 1.01887, 0.927362, 1.63533, 2.34767, 38.7394
0.24, 0.62, 0.77, 0.21, 1.54, 0.3, 1.0173, 1.58294, 1.63567, 2.34133, 39.6461
0.24, 0.62, 0.78, 0.71, 2.31, 0.36, 1.02489, 2.44332, 1.636, 2.385, 38.7394
0.23, 0.62, 0.77, 0.51, 1.68, 0.73, 1.01499, 1.90142, 1.63633, 2.35833, 39.6461
0.23, 0.61, 0.78, 0.91, 1.46, 0.26, 1.01656, 1.73991, 1.636, 2.33733, 38.7394
0.23, 0.62, 0.78, 0.59, 0.85, 0.41, 1.02259, 1.11297, 1.63633, 2.26733, 38.7394
0.23, 0.62, 0.78, 0, 1.43, 0.27, 1.02259, 1.45527, 1.63633, 2.18733, 38.7394
0.24, 0.62, 0.77, -0.61, 0.94, 0.51, 1.0173, 1.23118, 1.63667, 2.154, 39.6461
0.24, 0.62, 0.77, -0.51, 0.13, 0.39, 1.0173, 0.655057, 1.63733, 2.119, 39.6461
0.25, 0.62, 0.77, 0.34, 1.85, 0.5, 1.01971, 1.9463, 1.63767, 2.13, 39.6461
0.26, 0.62, 0.77, 0.23, 0.5, 0.59, 1.0222, 0.806846, 1.638, 2.08433, 39.6461
0.26, 0.62, 0.78, 0.5, 0.64, 0.52, 1.02976, 0.964365, 1.63833, 2.09567, 38.7394
0.26, 0.62, 0.77, 0.51, 2.08, 0.66, 1.0222, 2.241, 1.638, 2.14867, 39.6461
0.26, 0.62, 0.77, 0.37, 1.59, 0.48, 1.0222, 1.70159, 1.638, 2.12167, 39.6461
0.26, 0.62, 0.77, 0.51, 2.11, 0.26, 1.0222, 2.18628, 1.638, 2.13633, 39.6461
0.25, 0.61, 0.77, 0.41, 1.45, 0.8, 1.01366, 1.70605, 1.63733, 2.129, 39.6461
0.26, 0.61, 0.77, 0.53, 0.67, 0.16, 1.01617, 0.869138, 1.63767, 2.08567, 39.6461
0.25, 0.62, 0.76, 0.28, 1.09, 0.36, 1.01218, 1.18157, 1.63733, 2.098, 40.5358
0.26, 0.62, 0.77, 0.18, 0.79, 0.18, 1.0222, 0.83, 1.638, 2.07867, 39.6461
0.26, 0.61, 0.78, -0.43, -0.82, 0.14, 1.02377, 0.936429, 1.638, 2.08667, 38.7394
0.25, 0.62, 0.77, -0.01, 0.24, -0.37, 1.01971, 0.441135, 1.63767, 2.061, 39.6461
0.26, 0.62, 0.76, -0.52, 0.74, -0.42, 1.01469, 0.997196, 1.63767, 2.09633, 40.5358
0.26, 0.61, 0.77, -0.18, 0.11, -0.55, 1.01617, 0.589067, 1.63767, 2.06833, 39.6461
0.26, 0.62, 0.77, -0.65, 1.4, 0.6, 1.0222, 1.65605, 1.638, 2.12867, 39.6461
0.25, 0.62, 0.77, -0.18, -0.4, -0.72, 1.01971, 0.84309, 1.63767, 2.08367, 39.6461
0.23, 0.62, 0.78, -0.03, 0.53, 0.38, 1.02259, 0.65284, 1.63733, 2.07167, 38.7394
0.24, 0.62, 0.77, -0.03, 0.79, 0.56, 1.0173, 0.968814, 1.637, 1.99833, 39.6461
0.23, 0.61, 0.77, 0.56, 1.39, 0.26, 1.00891, 1.52095, 1.63667, 1.97833, 39.6461
0.23, 0.62, 0.77, -0.43, 1.12, 0.48, 1.01499, 1.29217, 1.63633, 1.953, 39.6461
0.23, 0.61, 0.76, -0.24, 0.26, 0.48, 1.0013, 0.596322, 1.63533, 1.87933, 40.5358
0.23, 0.61, 0.78, 0.76, 0.66, 0.56, 1.01656, 1.15187, 1.635, 1.892, 38.7394
0.24, 0.62, 0.78, -0.11, 1.13, 0.42, 1.02489, 1.21054, 1.63533, 1.879, 38.7394
0.23, 0.62, 0.77, -0.3, 0.78, 0.81, 1.01499, 1.16383, 1.63467, 1.82933, 39.6461
0.24, 0.62, 0.77, 0.13, 0.61, 0.91, 1.0173, 1.10322, 1.635, 1.787, 39.6461
0.24, 0.62, 0.78, 0.1, 1.65, 0.7, 1.02489, 1.79513, 1.63567, 1.781, 38.7394
0.23, 0.61, 0.78, -0.34, 1.14, 0.76, 1.01656, 1.41167, 1.63533, 1.794, 38.7394
0.24, 0.61, 0.77, 0.05, 1.16, 1.15, 1.01124, 1.6342, 1.635, 1.816, 39.6461
0.23, 0.61, 0.77, 0.05, 0.14, 0.69, 1.00891, 0.705833, 1.63433, 1.77667, 39.6461
0.25, 0.62, 0.77, 0.34, 1.85, 0.5, 1.01971, 1.9463, 1.63467, 1.832, 39.6461
0.26, 0.62, 0.77, 0.23, 0.5, 0.59, 1.0222, 0.806846, 1.635, 1.78633, 39.6461
0.26, 0.62, 0.78, 0.5, 0.64, 0.52, 1.02976, 0.964365, 1.63533, 1.79767, 38.7394
0.26, 0.62, 0.77, 0.51, 2.08, 0.66, 1.0222, 2.241, 1.635, 1.85067, 39.6461
0.26, 0.62, 0.77, 0.37, 1.59, 0.48, 1.0222, 1.70159, 1.635, 1.82367, 39.6461
0.26, 0.62, 0.77, 0.51, 2.11, 0.26, 1.0222, 2.18628, 1.635, 1.83833, 39.6461
0.25, 0.61, 0.77, 0.41, 1.45, 0.8, 1.01366, 1.70605, 1.63433, 1.831, 39.6461
0.26, 0.61, 0.77, 0.53, 0.67, 0.16, 1.01617, 0.869138, 1.63467, 1.78767, 39.6461
0.25, 0.62, 0.76, 0.28, 1.09, 0.36, 1.01218, 1.18157, 1.63433, 1.8, 40.5358
0.26, 0.62, 0.77, 0.18, 0.79, 0.18, 1.0222, 0.83, 1.635, 1.78067, 39.6461
0.26, 0.61, 0.78, -0.43, -0.82, 0.14, 1.02377, 0.936429, 1.635, 1.78867, 38.7394
0.25, 0.62, 0.77, -0.01, 0.24, -0.37, 1.01971, 0.441135, 1.63467, 1.763, 39.6461
0.26, 0.62, 0.76, -0.52, 0.74, -0.42, 1.01469, 0.997196, 1.63467, 1.79833, 40.5358
0.26, 0.61, 0.77, -0.18, 0.11, -0.55, 1.01617, 0.589067, 1.63467, 1.77033, 39.6461
0.26, 0.62, 0.77, -0.65, 1.4, 0.6, 1.0222, 1.65605, 1.635, 1.83067, 39.6461
0.25, 0.62, 0.77, -0.18, -0.4, -0.72, 1.01971, 0.84309, 1.63467, 1.78567, 39.6461
0.23, 0.62, 0.78, 0.14, 0.3, 0.72, 1.02259, 0.792465, 1.63433, 1.781, 38.7394
0.23, 0.61, 0.77, 0.24, 0.85, 0.82, 1.00891, 1.2052, 1.63367, 1.81333, 39.6461
0.23, 0.62, 0.78, -0.05, 1.56, 0.87, 1.02259, 1.7869, 1.63367, 1.85, 38.7394
0.24, 0.61, 0.77, -0.17, 0.96, 0.59, 1.01124, 1.13956, 1.634, 1.83367, 39.6461
0.23, 0.62, 0.78, 0.18, 1.11, 0.55, 1.02259, 1.2518, 1.63433, 1.82733, 38.7394
0.23, 0.62, 0.78, -0.42, 0.72, 0.89, 1.02259, 1.21939, 1.63533, 1.86233, 38.7394
0.23, 0.62, 0.77, 0.16, 1.54, 0.6, 1.01499, 1.66048, 1.63533, 1.873, 39.6461
0.23, 0.61, 0.77, 0.26, 0.88, 0.75, 1.00891, 1.18512, 1.63433, 1.88067, 39.6461
0.23, 0.61, 0.78, -0.16, 0.97, 0.52, 1.01656, 1.11216, 1.63433, 1.87267, 38.7394
0.24, 0.61, 0.77, 0.21, 1.14, 0.72, 1.01124, 1.36459, 1.634, 1.88667, 39.6461
0.23, 0.62, 0.78, 0.03, 1.08, 0.99, 1.02259, 1.4654, 1.63367, 1.875, 38.7394
0.23, 0.62, 0.77, -0.09, 0.8, 0.89, 1.01499, 1.20008, 1.63367, 1.85967, 39.6461
0.24, 0.62, 0.78, -0.11, 1.32, 0.64, 1.02489, 1.47109, 1.63433, 1.85, 38.7394
0.25, 0.62, 0.77, 0.34, 1.85, 0.5, 1.01971, 1.9463, 1.63533, 1.91033, 39.6461
0.26, 0.62, 0.77, 0.23, 0.5, 0.59, 1.0222, 0.806846, 1.63567, 1.86467, 39.6461
0.26, 0.62, 0.78, 0.5, 0.64, 0.52, 1.02976, 0.964365, 1.636, 1.876, 38.7394
0.26, 0.62, 0.77, 0.51, 2.08, 0.66, 1.0222, 2.241, 1.63567, 1.929, 39.6461
0.26, 0.62, 0.77, 0.37, 1.59, 0.48, 1.0222, 1.70159, 1.63567, 1.902, 39.6461
0.26, 0.62, 0.77, 0.51, 2.11, 0.26, 1.0222, 2.18628, 1.63567, 1.91667, 39.6461
0.25, 0.61, 0.77, 0.41, 1.45, 0.8, 1.01366, 1.70605, 1.635, 1.90933, 39.6461
0.26, 0.61, 0.77, 0.53, 0.67, 0.16, 1.01617, 0.869138, 1.63533, 1.866, 39.6461
0.25, 0.62, 0.76, 0.28, 1.09, 0.36, 1.01218, 1.18157, 1.635, 1.87833, 40.5358
0.26, 0.62, 0.77, 0.18, 0.79, 0.18, 1.0222, 0.83, 1.63567, 1.859, 39.6461
0.26, 0.61, 0.78, -0.43, -0.82, 0.14, 1.02377, 0.936429, 1.63567, 1.867, 38.7394
0.25, 0.62, 0.77, -0.01, 0.24, -0.37, 1.01971, 0.441135, 1.63533, 1.84133, 39.6461
0.26, 0.62, 0.76, -0.52, 0.74, -0.42, 1.01469, 0.997196, 1.63533, 1.87667, 40.5358
0.26, 0.61, 0.77, -0.18, 0.11, -0.55, 1.01617, 0.589067, 1.63533, 1.84867, 39.6461
0.26, 0.62, 0.77, -0.65, 1.4, 0.6, 1.0222, 1.65605, 1.63567, 1.909, 39.6461
0.25, 0.62, 0.77, -0.18, -0.4, -0.72, 1.01971, 0.84309, 1.63533, 1.864, 39.6461
0.26, 0.62, 0.777, 0.06, 1.85, 0.79, 1.02749, 2.01251, 1.6359, 1.91067, 39.0133
