@relation .\arff\sample03.arff

@attribute 	ax	numeric
@attribute 	ay	numeric
@attribute 	az	numeric
@attribute 	gx	numeric
@attribute 	gy	numeric
@attribute 	gz	numeric
@attribute 	SMVAcc	numeric
@attribute 	SMVGyro	numeric
@attribute 	SMA30Acc	numeric
@attribute 	SMA30Gyro	numeric
@attribute 	Angle	numeric


@data
0.33, -0.21, 0.99, -23.5, 27.6, -96.05, 1.06447, 102.663, 1.383, 130.426, 8.10961
0.11, -0.02, 0.91, -106.8, 73.97, -59.12, 0.916842, 142.734, 1.37367, 134.456, 24.4946
0.19, -0.38, 0.66, -71.05, 57.55, -67.47, 0.78492, 113.632, 1.367, 136.558, 48.7001
-0.05, -0.38, 0.85, -35.69, 119.29, -22.96, 0.932416, 126.614, 1.36267, 136.413, 31.7883
0.22, -0.12, 0.71, 1.16, 49.95, 8.68, 0.752928, 50.7118, 1.34667, 133.501, 44.7651
-0.15, -0.62, 1.05, -52.49, 116.03, -13.01, 1.22858, 128.013, 1.37267, 131.556, 87.134
-0.31, -0.31, 1.01, -8.29, -3.94, -27.35, 1.10104, 28.8491, 1.386, 126.339, 89.427
0.01, -0.2, 0.77, -59.22, -8.57, -9.62, 0.795613, 60.6053, 1.376, 122.988, 39.6461
-0.21, -0.73, 1, -10.85, -11.25, -151.37, 1.25579, 152.175, 1.40567, 126.778, 0
-0.19, -0.53, 0.76, 16.69, 25.46, -188.73, 0.945833, 191.17, 1.39433, 128.423, 40.5358
0.03, -0.76, 0.81, 59.97, -26.13, -250, 1.11113, 258.417, 1.39333, 138.307, 35.9041
0.63, -0.09, 0.96, -30.27, -13.53, 9.04, 1.15178, 34.3665, 1.41667, 137.488, 16.2602
0.74, -0.23, 0.86, -38.89, 6.62, -13.52, 1.15763, 41.7019, 1.42833, 137.836, 30.6834
0.46, -0.23, 0.83, -12.27, 14.76, -30.67, 0.976422, 36.1809, 1.41433, 133.977, 33.9013
0.36, -0.1, 0.93, 19.12, -35.86, 7.32, 1.00225, 41.2928, 1.41133, 128.358, 21.5652
0.53, -0, 0.78, 30.2, -37, 16.74, 0.943027, 50.609, 1.40167, 119.953, 38.7394
0.51, -0.01, 0.79, 74.76, -15.03, 34.1, 0.940372, 83.533, 1.39833, 123.374, 37.8145
0.52, 0.11, 0.75, 31.72, 36.19, 84, 0.919239, 96.8084, 1.39667, 126.89, 41.4096
0.47, 0.06, 0.81, 56.89, 60.46, 54.64, 0.938403, 99.3852, 1.39833, 131.845, 35.9041
0.28, -0.07, 0.99, 50.35, 87.65, 63.84, 1.03121, 119.554, 1.405, 135.796, 8.10961
0.38, -0.15, 1.24, 22.12, 0.48, 54.33, 1.30557, 58.6624, 1.42433, 135.762, 76.1135
0.48, 0.22, 0.98, -5.16, 19.51, 21.95, 1.11319, 29.8172, 1.43967, 133.536, 11.4783
0.49, -0.12, 0.71, -15.65, -14.51, -88.82, 0.870976, 91.348, 1.443, 136.325, 44.7651
0.38, -0.26, 0.79, -3.82, 12.33, -116.87, 0.914385, 117.581, 1.43733, 139.549, 37.8145
0.39, -0.02, 1, -14.16, 34.79, -133.33, 1.07355, 138.52, 1.44867, 140.826, 0
0.33, -0.21, 0.99, -23.5, 27.6, -96.05, 1.06447, 102.663, 1.448, 138.591, 8.10961
0.11, -0.02, 0.91, -106.8, 73.97, -59.12, 0.916842, 142.734, 1.434, 140.147, 24.4946
0.19, -0.38, 0.66, -71.05, 57.55, -67.47, 0.78492, 113.632, 1.431, 142.716, 48.7001
-0.05, -0.38, 0.85, -35.69, 119.29, -22.96, 0.932416, 126.614, 1.426, 144.214, 31.7883
0.22, -0.12, 0.71, 1.16, 49.95, 8.68, 0.752928, 50.7118, 1.414, 140.131, 44.7651
-0.15, -0.62, 1.05, -52.49, 116.03, -13.01, 1.22858, 128.013, 1.42367, 141.277, 87.134
-0.31, -0.31, 1.01, -8.29, -3.94, -27.35, 1.10104, 28.8491, 1.44333, 134.6, 89.427
0.01, -0.2, 0.77, -59.22, -8.57, -9.62, 0.795613, 60.6053, 1.435, 130.644, 39.6461
-0.21, -0.73, 1, -10.85, -11.25, -151.37, 1.25579, 152.175, 1.457, 130.495, 0
-0.19, -0.53, 0.76, 16.69, 25.46, -188.73, 0.945833, 191.17, 1.47133, 136.198, 40.5358
0.03, -0.76, 0.81, 59.97, -26.13, -250, 1.11113, 258.417, 1.464, 141.351, 35.9041
0.3, -0.06, 0.93, -23.22, 35.67, 59.13, 0.97903, 72.8552, 1.45267, 143.965, 21.5652
0.3, -0.05, 0.96, -32.32, 21.32, 37.98, 1.00703, 54.2366, 1.46367, 144.439, 16.2602
0.37, -0.17, 1.07, -15.08, 18.52, 21.68, 1.14486, 32.2555, 1.45267, 140.499, 85.986
0.24, -0.11, 0.99, -5.26, 27.03, 20.81, 1.0246, 34.5159, 1.448, 134.573, 8.10961
0.14, -0.14, 0.96, -6.52, 39.25, 39.05, 0.980204, 55.7492, 1.436, 126.197, 16.2602
0.08, -0.08, 0.87, -26.16, 12.4, 35.56, 0.877325, 45.8543, 1.41433, 126.907, 29.5414
0.16, -0.28, 1.04, 18.73, 4.14, 2.87, 1.08885, 19.3956, 1.40267, 125.797, 87.7076
0.17, -0.03, 0.94, -13, -7.8, 17, 0.95572, 22.7781, 1.39, 125.134, 19.9484
0.11, -0.13, 0.88, -45.77, 18.39, 34.38, 0.896326, 60.1254, 1.381, 126.342, 28.3576
0.12, -0.22, 0.73, -7, 3.23, 6.35, 0.771816, 9.98776, 1.373, 124.096, 43.1136
0.19, -0.28, 1.05, -1.03, -36.37, 23.25, 1.10318, 43.1787, 1.38, 121.988, 87.134
0.49, -0.12, 0.71, -15.65, -14.51, -88.82, 0.870976, 91.348, 1.378, 120.891, 44.7651
0.38, -0.26, 0.79, -3.82, 12.33, -116.87, 0.914385, 117.581, 1.381, 119.592, 37.8145
0.39, -0.02, 1, -14.16, 34.79, -133.33, 1.07355, 138.52, 1.38333, 118.94, 0
0.33, -0.21, 0.99, -23.5, 27.6, -96.05, 1.06447, 102.663, 1.37533, 121.28, 8.10961
0.11, -0.02, 0.91, -106.8, 73.97, -59.12, 0.916842, 142.734, 1.354, 127.723, 24.4946
0.19, -0.38, 0.66, -71.05, 57.55, -67.47, 0.78492, 113.632, 1.351, 130.292, 48.7001
-0.05, -0.38, 0.85, -35.69, 119.29, -22.96, 0.932416, 126.614, 1.346, 131.79, 31.7883
0.22, -0.12, 0.71, 1.16, 49.95, 8.68, 0.752928, 50.7118, 1.334, 127.707, 44.7651
-0.15, -0.62, 1.05, -52.49, 116.03, -13.01, 1.22858, 128.013, 1.34367, 128.853, 87.134
-0.31, -0.31, 1.01, -8.29, -3.94, -27.35, 1.10104, 28.8491, 1.36333, 122.176, 89.427
0.01, -0.2, 0.77, -59.22, -8.57, -9.62, 0.795613, 60.6053, 1.355, 118.22, 39.6461
-0.21, -0.73, 1, -10.85, -11.25, -151.37, 1.25579, 152.175, 1.377, 118.071, 0
-0.19, -0.53, 0.76, 16.69, 25.46, -188.73, 0.945833, 191.17, 1.39133, 123.774, 40.5358
0.03, -0.76, 0.81, 59.97, -26.13, -250, 1.11113, 258.417, 1.384, 128.927, 35.9041
0.22, -0.14, 1.03, 2.87, -2.84, 10.79, 1.0625, 11.5207, 1.376, 128.157, 88.2809
0.13, -0.15, 0.89, 7.51, 15, 15.98, 0.911866, 23.1681, 1.38233, 126.86, 27.1268
0.17, -0.22, 1.02, 10.22, -8.19, 3.48, 1.05721, 13.5512, 1.36467, 121.807, 88.854
0.19, -0.11, 0.9, 3.46, -2.45, 2.32, 0.926391, 4.83286, 1.35533, 114.386, 25.8419
0.24, -0.14, 0.95, 2.36, -6.5, -10.21, 0.989798, 12.3314, 1.34633, 103.818, 18.1949
0.19, -0.12, 0.95, 7.94, 13.4, -8.2, 0.976217, 17.6024, 1.34533, 100.869, 18.1949
0.1, -0.11, 1.02, -19.27, -0.76, 7.4, 1.03078, 20.656, 1.34267, 98.729, 88.854
0.14, -0.21, 0.98, -3.46, 3.94, 4.23, 1.01198, 6.73707, 1.33333, 97.274, 11.4783
0.18, -0.17, 0.9, -5.38, 6, 16.27, 0.933435, 18.1565, 1.33033, 96.4257, 25.8419
0.14, -0.17, 0.96, 3.64, 4.91, 14.58, 0.984937, 15.8093, 1.33133, 94.3693, 16.2602
0.23, -0.22, 1, 16.27, 0.89, 9.17, 1.04943, 18.6974, 1.34533, 92.7763, 0
0.18, -0.02, 0.94, -11.75, -25.86, 7.69, 0.957288, 29.4268, 1.334, 93.4283, 19.9484
0.49, -0.12, 0.71, -15.65, -14.51, -88.82, 0.870976, 91.348, 1.34, 96.1343, 44.7651
0.38, -0.26, 0.79, -3.82, 12.33, -116.87, 0.914385, 117.581, 1.35033, 97.2837, 37.8145
0.39, -0.02, 1, -14.16, 34.79, -133.33, 1.07355, 138.52, 1.36167, 102.807, 0
0.33, -0.21, 0.99, -23.5, 27.6, -96.05, 1.06447, 102.663, 1.362, 105.69, 8.10961
0.11, -0.02, 0.91, -106.8, 73.97, -59.12, 0.916842, 142.734, 1.35267, 109.721, 24.4946
0.19, -0.38, 0.66, -71.05, 57.55, -67.47, 0.78492, 113.632, 1.346, 111.822, 48.7001
-0.05, -0.38, 0.85, -35.69, 119.29, -22.96, 0.932416, 126.614, 1.34167, 111.678, 31.7883
0.22, -0.12, 0.71, 1.16, 49.95, 8.68, 0.752928, 50.7118, 1.32567, 108.766, 44.7651
-0.15, -0.62, 1.05, -52.49, 116.03, -13.01, 1.22858, 128.013, 1.35167, 106.82, 87.134
-0.31, -0.31, 1.01, -8.29, -3.94, -27.35, 1.10104, 28.8491, 1.365, 101.604, 89.427
0.01, -0.2, 0.77, -59.22, -8.57, -9.62, 0.795613, 60.6053, 1.355, 98.253, 39.6461
-0.21, -0.73, 1, -10.85, -11.25, -151.37, 1.25579, 152.175, 1.38467, 102.042, 0
-0.19, -0.53, 0.76, 16.69, 25.46, -188.73, 0.945833, 191.17, 1.37333, 103.687, 40.5358
0.03, -0.76, 0.81, 59.97, -26.13, -250, 1.11113, 258.417, 1.37233, 113.571, 35.9041
0.28, -0.29, 0.93, 23.85, -10.96, -0.95, 1.01361, 26.2649, 1.38967, 112.183, 21.5652
0.16, 0.07, 0.8, -22.9, -14.03, 12.79, 0.818841, 29.7462, 1.35933, 108.058, 36.8699
0.14, -0.25, 1.06, -3.75, 14.31, 17.67, 1.09804, 23.0449, 1.35833, 101.553, 86.5602
0.22, -0.28, 0.91, 13.66, -8.19, -0.32, 0.97719, 15.9303, 1.352, 91.0887, 24.4946
0.17, 0.12, 0.7, -50.51, -34.83, 10.37, 0.730274, 62.2248, 1.33867, 93.729, 45.573
0.13, -0.34, 0.94, -2.84, 20.76, 16.64, 1.00802, 26.7569, 1.34667, 93.7873, 19.9484
0.27, -0.31, 0.82, 24.14, -2.7, -19.87, 0.917279, 31.3823, 1.34633, 94.6147, 34.9152
0.23, -0.01, 0.69, 21.49, 37.41, -19.27, 0.727393, 47.251, 1.33733, 96.946, 46.3699
0.1, -0.12, 0.95, 28.21, 92.79, -6.14, 0.962756, 97.1776, 1.332, 100.548, 18.1949
-0.12, -0.06, 1.17, 17.07, 36.03, 4.38, 1.17767, 40.109, 1.335, 101.48, 80.2122
0.02, -0.09, 1.06, 7.87, -30.7, -0.74, 1.064, 31.7013, 1.333, 101.876, 86.5602
0.05, -0.02, 1.01, -8.13, -21.81, -5.75, 1.01143, 23.9757, 1.32467, 102.678, 89.427
0.49, -0.12, 0.71, -15.65, -14.51, -88.82, 0.870976, 91.348, 1.327, 105.722, 44.7651
0.38, -0.26, 0.79, -3.82, 12.33, -116.87, 0.914385, 117.581, 1.33233, 109.385, 37.8145
0.39, -0.02, 1, -14.16, 34.79, -133.33, 1.07355, 138.52, 1.331, 114.583, 0
0.33, -0.21, 0.99, -23.5, 27.6, -96.05, 1.06447, 102.663, 1.344, 117.978, 8.10961
0.11, -0.02, 0.91, -106.8, 73.97, -59.12, 0.916842, 142.734, 1.33467, 122.009, 24.4946
0.19, -0.38, 0.66, -71.05, 57.55, -67.47, 0.78492, 113.632, 1.328, 124.11, 48.7001
-0.05, -0.38, 0.85, -35.69, 119.29, -22.96, 0.932416, 126.614, 1.32367, 123.966, 31.7883
0.22, -0.12, 0.71, 1.16, 49.95, 8.68, 0.752928, 50.7118, 1.30767, 121.054, 44.7651
-0.15, -0.62, 1.05, -52.49, 116.03, -13.01, 1.22858, 128.013, 1.33367, 119.108, 87.134
-0.31, -0.31, 1.01, -8.29, -3.94, -27.35, 1.10104, 28.8491, 1.347, 113.892, 89.427
0.01, -0.2, 0.77, -59.22, -8.57, -9.62, 0.795613, 60.6053, 1.337, 110.541, 39.6461
-0.21, -0.73, 1, -10.85, -11.25, -151.37, 1.25579, 152.175, 1.36667, 114.33, 0
-0.19, -0.53, 0.76, 16.69, 25.46, -188.73, 0.945833, 191.17, 1.35533, 115.975, 40.5358
0.03, -0.76, 0.81, 59.97, -26.13, -250, 1.11113, 258.417, 1.35433, 125.859, 35.9041
0.37, -0.3, 1.04, -51.41, -105.71, -2.35, 1.1439, 117.572, 1.37867, 128.595, 87.7076
0.57, -0.38, 0.67, -54.18, -47.36, 6.55, 0.958228, 72.2589, 1.368, 126.415, 47.9329
0.31, -0.31, 0.72, -33.93, -0.69, 0.97, 0.842971, 33.9509, 1.36333, 119.906, 43.9455
0.42, -0.36, 0.9, 20.48, -3.81, -26.69, 1.05641, 33.8571, 1.366, 110.402, 25.8419
0.32, -0.2, 0.93, -32.42, -10.15, -4.98, 1.00364, 34.3348, 1.36433, 110.795, 21.5652
0.38, -0.36, 0.72, -19.87, -20.1, -8, 0.890169, 29.3739, 1.37867, 110.736, 43.9455
0.39, -0.29, 0.8, 1.32, -0.53, -10.44, 0.936056, 10.5365, 1.37967, 109.955, 36.8699
0.26, -0.25, 0.93, -32.78, -5.74, 2.4, 0.997497, 33.3652, 1.38067, 110.58, 21.5652
0.3, -0.4, 0.88, 25.55, -9.57, -1.51, 1.01213, 27.3252, 1.40033, 108.611, 28.3576
0.35, -0.22, 0.84, -19.16, -8.97, 22.16, 0.936216, 30.6371, 1.40033, 108.946, 32.8599
0.39, -0.31, 0.8, -13.94, -7.13, 1.86, 0.942444, 15.7677, 1.40367, 108.153, 36.8699
0.38, -0.26, 0.79, -3.82, 12.33, -116.87, 0.914385, 117.581, 1.42033, 109.981, 37.8145
0.39, -0.02, 1, -14.16, 34.79, -133.33, 1.07355, 138.52, 1.42833, 111.819, 0
0.33, -0.21, 0.99, -23.5, 27.6, -96.05, 1.06447, 102.663, 1.43433, 114.808, 8.10961
0.11, -0.02, 0.91, -106.8, 73.97, -59.12, 0.916842, 142.734, 1.43, 121.494, 24.4946
0.19, -0.38, 0.66, -71.05, 57.55, -67.47, 0.78492, 113.632, 1.435, 126.84, 48.7001
-0.05, -0.38, 0.85, -35.69, 119.29, -22.96, 0.932416, 126.614, 1.43367, 128.806, 31.7883
0.22, -0.12, 0.71, 1.16, 49.95, 8.68, 0.752928, 50.7118, 1.421, 126.365, 44.7651
-0.15, -0.62, 1.05, -52.49, 116.03, -13.01, 1.22858, 128.013, 1.43467, 126.34, 87.134
-0.31, -0.31, 1.01, -8.29, -3.94, -27.35, 1.10104, 28.8491, 1.438, 122.754, 89.427
0.01, -0.2, 0.77, -59.22, -8.57, -9.62, 0.795613, 60.6053, 1.436, 117.338, 39.6461
-0.21, -0.73, 1, -10.85, -11.25, -151.37, 1.25579, 152.175, 1.45967, 116.585, 0
-0.19, -0.53, 0.76, 16.69, 25.46, -188.73, 0.945833, 191.17, 1.46633, 118.349, 40.5358
0.03, -0.76, 0.81, 59.97, -26.13, -250, 1.11113, 258.417, 1.48467, 127.56, 35.9041
0.31, -0.35, 0.94, 19.13, 12.33, 6.36, 1.04986, 23.6312, 1.47733, 122.769, 19.9484
0.24, -0.2, 0.86, 1.37, 23.1, 21.59, 0.914986, 31.6483, 1.46633, 122.985, 30.6834
0.23, -0.27, 0.87, 5.17, 13.38, 13.35, 0.939521, 19.5953, 1.47933, 121.468, 29.5414
0.36, -0.37, 0.9, 27.69, -11.56, -2.37, 1.03755, 30.0996, 1.469, 117.073, 25.8419
0.29, -0.21, 0.93, 4.33, -5, 1, 0.996544, 6.68946, 1.46733, 109.722, 21.5652
0.33, -0.29, 0.92, 3.36, -0.92, 14.25, 1.01951, 14.6696, 1.46533, 99.136, 23.0739
0.27, -0.27, 0.87, -16.85, 8.59, 0.63, 0.950105, 18.9237, 1.45533, 94.6893, 29.5414
0.28, -0.34, 0.87, 12.4, 1.55, -5.96, 0.975141, 13.845, 1.451, 91.75, 29.5414
0.29, -0.25, 0.86, -11.36, -3.19, -3.26, 0.941382, 12.2415, 1.453, 91.1573, 30.6834
0.27, -0.29, 0.96, -12.59, 3.46, -12.76, 1.03856, 18.2564, 1.44767, 90.4183, 16.2602
0.28, -0.31, 0.85, -17.86, -21.6, 8.96, 0.947101, 29.4248, 1.44733, 90.4473, 31.7883
0.3, -0.29, 0.72, -17.91, -17.53, -1.63, 0.832166, 25.1143, 1.44233, 90.084, 43.9455
0.38, -0.26, 0.79, -3.82, 12.33, -116.87, 0.914385, 117.581, 1.44067, 94.1083, 37.8145
0.39, -0.02, 1, -14.16, 34.79, -133.33, 1.07355, 138.52, 1.43967, 98.8203, 0
0.33, -0.21, 0.99, -23.5, 27.6, -96.05, 1.06447, 102.663, 1.438, 102.504, 8.10961
0.11, -0.02, 0.91, -106.8, 73.97, -59.12, 0.916842, 142.734, 1.42567, 108.824, 24.4946
0.19, -0.38, 0.66, -71.05, 57.55, -67.47, 0.78492, 113.632, 1.41667, 114.596, 48.7001
-0.05, -0.38, 0.85, -35.69, 119.29, -22.96, 0.932416, 126.614, 1.41167, 116.093, 31.7883
0.22, -0.12, 0.71, 1.16, 49.95, 8.68, 0.752928, 50.7118, 1.39967, 112.01, 44.7651
-0.15, -0.62, 1.05, -52.49, 116.03, -13.01, 1.22858, 128.013, 1.40933, 113.156, 87.134
-0.31, -0.31, 1.01, -8.29, -3.94, -27.35, 1.10104, 28.8491, 1.429, 106.479, 89.427
0.01, -0.2, 0.77, -59.22, -8.57, -9.62, 0.795613, 60.6053, 1.42067, 102.524, 39.6461
-0.21, -0.73, 1, -10.85, -11.25, -151.37, 1.25579, 152.175, 1.44267, 102.375, 0
-0.19, -0.53, 0.76, 16.69, 25.46, -188.73, 0.945833, 191.17, 1.457, 108.078, 40.5358
0.03, -0.76, 0.81, 59.97, -26.13, -250, 1.11113, 258.417, 1.44967, 113.23, 35.9041
0.42, -0.26, 0.79, 14.33, 31.56, 9.98, 0.931719, 36.0691, 1.44433, 113.773, 37.8145
0.26, -0.26, 0.88, 10.49, 29.03, 5.07, 0.95373, 31.2808, 1.45833, 112.679, 28.3576
0.32, -0.31, 0.91, 13.09, 13.51, -3.52, 1.01321, 19.1379, 1.445, 107.901, 24.4946
0.24, -0.28, 0.9, 0.03, 15.04, 14.1, 0.972625, 20.6158, 1.443, 101.177, 25.8419
0.27, -0.29, 0.86, 11.51, -2.34, 7.75, 0.94689, 14.0719, 1.437, 90.6937, 30.6834
0.29, -0.31, 0.91, 7.25, 19.25, 7.06, 1.00414, 21.7478, 1.434, 90.5517, 24.4946
0.18, -0.31, 0.9, 5.71, 13.58, 19.07, 0.968762, 24.0974, 1.437, 90.295, 25.8419
0.25, -0.27, 0.86, 5.9, -0.93, 1.76, 0.935414, 6.22676, 1.43733, 89.518, 30.6834
0.26, -0.3, 0.9, 9.32, 11.27, 6.61, 0.983667, 16.0489, 1.43167, 89.0373, 25.8419
0.24, -0.3, 0.91, 17.07, 32.16, 19.49, 0.987775, 41.2978, 1.43233, 90.9837, 24.4946
0.18, -0.27, 0.9, -3.91, 31.43, 18.95, 0.956713, 36.9085, 1.426, 92.1757, 25.8419
0.38, -0.26, 0.79, -3.82, 12.33, -116.87, 0.914385, 117.581, 1.42667, 95.7407, 37.8145
0.39, -0.02, 1, -14.16, 34.79, -133.33, 1.07355, 138.52, 1.424, 101.153, 0
0.33, -0.21, 0.99, -23.5, 27.6, -96.05, 1.06447, 102.663, 1.42833, 105.464, 8.10961
0.11, -0.02, 0.91, -106.8, 73.97, -59.12, 0.916842, 142.734, 1.41233, 112.5, 24.4946
0.19, -0.38, 0.66, -71.05, 57.55, -67.47, 0.78492, 113.632, 1.40533, 117.422, 48.7001
-0.05, -0.38, 0.85, -35.69, 119.29, -22.96, 0.932416, 126.614, 1.40433, 122.118, 31.7883
0.22, -0.12, 0.71, 1.16, 49.95, 8.68, 0.752928, 50.7118, 1.39167, 119.677, 44.7651
-0.15, -0.62, 1.05, -52.49, 116.03, -13.01, 1.22858, 128.013, 1.40533, 119.652, 87.134
-0.31, -0.31, 1.01, -8.29, -3.94, -27.35, 1.10104, 28.8491, 1.40867, 116.066, 89.427
0.01, -0.2, 0.77, -59.22, -8.57, -9.62, 0.795613, 60.6053, 1.40667, 110.65, 39.6461
-0.06, -0.54, 0.88, -21.77, 20.52, 6.28, 1.03421, 30.5686, 1.415, 105.733, 28.3576
-0.21, -0.73, 1, -10.85, -11.25, -151.37, 1.25579, 152.175, 1.437, 105.584, 0
-0.19, -0.53, 0.76, 16.69, 25.46, -188.73, 0.945833, 191.17, 1.45133, 111.287, 40.5358
0.03, -0.76, 0.81, 59.97, -26.13, -250, 1.11113, 258.417, 1.444, 116.44, 35.9041
0.02, -0.31, 0.75, -13.86, 38.12, 51.45, 0.811788, 65.5159, 1.42567, 118.568, 41.4096
-0, -0.26, 1, -26.35, 29.95, 30.01, 1.03325, 49.9192, 1.435, 118.865, 0
-0.2, -0.44, 0.91, 23.9, -1.57, 34.43, 1.03039, 41.9416, 1.422, 115.079, 24.4946
-0.21, -0.07, 0.98, 24.64, -50.99, 79.99, 1.00469, 98.0077, 1.41467, 112.57, 11.4783
-0.15, -0.21, 1.09, 25.47, -61.54, 118.1, 1.12013, 135.586, 1.40967, 108.204, 84.8364
0.04, -0.39, 0.78, 54.57, -106.51, 164.94, 0.872983, 203.783, 1.401, 117.209, 38.7394
0.23, 0.01, 0.64, 28.65, -112.08, 198.17, 0.680147, 229.465, 1.38367, 127.019, 50.2082
0.15, 0.25, 0.8, -119.9, -67.12, 172.71, 0.851469, 220.703, 1.37233, 138.006, 36.8699
0.55, -0.86, 1.41, -11.91, -151.15, 169.24, 1.74075, 227.223, 1.419, 148.111, 65.7952
-0.03, -0.51, 0.63, 26.37, 16.99, 110.77, 0.81111, 115.126, 1.41067, 152.528, 50.9499
0.15, 0.01, 0.24, 28.14, 21.04, 167.47, 0.283196, 171.116, 1.37367, 158.631, 76.1135
0.41, -0.2, 1.19, 10.79, -53.23, 89.5, 1.27444, 104.691, 1.38733, 162.47, 79.0472
0.38, -0.26, 0.79, -3.82, 12.33, -116.87, 0.914385, 117.581, 1.389, 166.618, 37.8145
0.39, -0.02, 1, -14.16, 34.79, -133.33, 1.07355, 138.52, 1.38733, 171.787, 0
0.33, -0.21, 0.99, -23.5, 27.6, -96.05, 1.06447, 102.663, 1.39, 174.401, 8.10961
0.11, -0.02, 0.91, -106.8, 73.97, -59.12, 0.916842, 142.734, 1.37967, 180.588, 24.4946
0.19, -0.38, 0.66, -71.05, 57.55, -67.47, 0.78492, 113.632, 1.373, 182.69, 48.7001
-0.05, -0.38, 0.85, -35.69, 119.29, -22.96, 0.932416, 126.614, 1.36867, 182.545, 31.7883
0.22, -0.12, 0.71, 1.16, 49.95, 8.68, 0.752928, 50.7118, 1.35267, 179.633, 44.7651
-0.15, -0.62, 1.05, -52.49, 116.03, -13.01, 1.22858, 128.013, 1.37867, 177.688, 87.134
-0.31, -0.31, 1.01, -8.29, -3.94, -27.35, 1.10104, 28.8491, 1.392, 172.471, 89.427
0.01, -0.2, 0.77, -59.22, -8.57, -9.62, 0.795613, 60.6053, 1.382, 169.12, 39.6461
-0.21, -0.73, 1, -10.85, -11.25, -151.37, 1.25579, 152.175, 1.41167, 172.91, 0
-0.19, -0.53, 0.76, 16.69, 25.46, -188.73, 0.945833, 191.17, 1.40033, 174.555, 40.5358
0.03, -0.76, 0.81, 59.97, -26.13, -250, 1.11113, 258.417, 1.39933, 184.439, 35.9041
0.23, -0.85, 0.82, 120.06, 56.78, -133.3, 1.20325, 188.168, 1.43, 192.196, 34.9152
0.19, -0.7, 1.11, 116.37, -69, -142.4, 1.32597, 196.42, 1.44733, 201.503, 83.6847
0.31, 0.02, 0.86, -69.34, 40.62, 119.66, 0.914385, 144.141, 1.42233, 203.375, 30.6834
0.38, -0.32, 1.45, -80.7, -38.38, 107.55, 1.53274, 139.83, 1.44467, 203.233, 63.2563
0.32, -0.11, 0.74, 64.31, -83.4, -93.19, 0.813695, 140.626, 1.43033, 200.06, 42.2686
0.62, 0.11, 0.98, -9.36, -133.3, 17.52, 1.16486, 134.772, 1.45133, 201.951, 11.4783
0.86, -0.23, 0.38, 45.6, 14.06, -26.7, 0.967936, 54.6803, 1.45833, 201.953, 67.6663
0.58, -0.26, 0.56, 50.19, 91.46, 20.36, 0.847113, 106.294, 1.45333, 205.357, 55.9442
0.51, -0.43, 0.8, 166.12, 116.55, 11.66, 1.04163, 203.263, 1.46933, 209.98, 36.8699
0.3, -0.06, 1.07, 62.79, 151.59, 15.28, 1.11288, 164.79, 1.46867, 210.799, 85.986
0.17, 0.22, 1.2, -11.72, -58.13, 17.85, 1.23179, 61.928, 1.48133, 202.855, 78.463
0.53, 0.19, 0.7, -84.08, 26.39, 10.79, 0.898332, 88.7823, 1.49933, 195.6, 45.573
0.38, -0.26, 0.79, -3.82, 12.33, -116.87, 0.914385, 117.581, 1.507, 188.043, 37.8145
0.39, -0.02, 1, -14.16, 34.79, -133.33, 1.07355, 138.52, 1.46, 183.042, 0
0.33, -0.21, 0.99, -23.5, 27.6, -96.05, 1.06447, 102.663, 1.472, 182.81, 8.10961
0.11, -0.02, 0.91, -106.8, 73.97, -59.12, 0.916842, 142.734, 1.49333, 183.584, 24.4946
0.19, -0.38, 0.66, -71.05, 57.55, -67.47, 0.78492, 113.632, 1.47433, 185.003, 48.7001
-0.05, -0.38, 0.85, -35.69, 119.29, -22.96, 0.932416, 126.614, 1.46933, 186.5, 31.7883
0.22, -0.12, 0.71, 1.16, 49.95, 8.68, 0.752928, 50.7118, 1.45733, 182.417, 44.7651
-0.15, -0.62, 1.05, -52.49, 116.03, -13.01, 1.22858, 128.013, 1.467, 183.563, 87.134
-0.31, -0.31, 1.01, -8.29, -3.94, -27.35, 1.10104, 28.8491, 1.48667, 176.886, 89.427
0.01, -0.2, 0.77, -59.22, -8.57, -9.62, 0.795613, 60.6053, 1.47833, 172.931, 39.6461
-0.21, -0.73, 1, -10.85, -11.25, -151.37, 1.25579, 152.175, 1.50033, 172.782, 0
-0.19, -0.53, 0.76, 16.69, 25.46, -188.73, 0.945833, 191.17, 1.51467, 178.485, 40.5358
0.03, -0.76, 0.81, 59.97, -26.13, -250, 1.11113, 258.417, 1.50733, 183.637, 35.9041
0.35, -0.07, 0.88, -35.48, 132.95, -12.1, 0.949632, 138.134, 1.49633, 188.335, 28.3576
-0.23, -0.51, 1.02, -2.2, 192.38, -4.83, 1.16336, 192.453, 1.52233, 192.402, 88.854
-0.36, -0.47, 0.82, -38.42, 147.29, -26.67, 1.01139, 154.537, 1.51267, 193.699, 34.9152
-0.48, -0.31, 0.93, -18.87, 49.98, -28.43, 1.09151, 60.5173, 1.52067, 189.246, 21.5652
-0.41, -0.22, 0.86, -14.23, -81.83, -33.8, 0.977804, 89.6721, 1.517, 182.371, 30.6834
-0.22, -0.42, 0.94, 23.7, -107.52, -77.42, 1.05281, 134.596, 1.50633, 178.988, 19.9484
