@relation .\arff\sample07.arff

@attribute 	ax	numeric
@attribute 	ay	numeric
@attribute 	az	numeric
@attribute 	gx	numeric
@attribute 	gy	numeric
@attribute 	gz	numeric
@attribute 	SMVAcc	numeric
@attribute 	SMVGyro	numeric
@attribute 	SMA30Acc	numeric
@attribute 	SMA30Gyro	numeric
@attribute 	Angle	numeric


@data
-0.05, 0.11, 0.05, -172.43, -17.31, -5.41, 0.130767, 173.381, 1.53167, 72.591, 87.134
0.57, -0.16, 2, 37.65, -250, 24.65, 2.08579, 254.018, 1.57267, 77.9167, 0
1.39, 0.26, 0.11, -100.36, 92.62, 9.75, 1.41838, 136.915, 1.57567, 79.581, 83.6847
0.18, -0.01, -0.14, -97.79, 249.99, 18.16, 0.228254, 269.05, 1.534, 90.6553, 81.9522
0.58, 0.27, 0.77, 11.94, 17.82, 19.18, 1.0011, 28.7748, 1.53933, 89.8273, 39.6461
0.53, 0.24, 0.84, 2.88, 17.79, 19.65, 1.02181, 26.6627, 1.543, 89.4357, 32.8599
0.57, 0.21, 0.81, 4.37, 16.15, 16.69, 1.01247, 23.6321, 1.54233, 89.4927, 35.9041
0.54, 0.21, 0.84, -3.7, 17.83, 13.21, 1.02044, 22.4967, 1.541, 89.874, 32.8599
0.56, 0.22, 0.78, -13.73, 25.83, 3.3, 0.985089, 29.4379, 1.53633, 90.4453, 38.7394
0.48, 0.15, 0.93, -3.36, 22.87, 9.28, 1.05726, 24.9087, 1.53267, 91.0153, 21.5652
0.46, 0.16, 0.85, -2.91, 8.09, 6.68, 0.979643, 10.8875, 1.52633, 91.2357, 31.7883
0.52, 0.19, 0.89, 4.16, 1.98, 0.96, 1.04814, 4.70612, 1.526, 90.988, 27.1268
0.46, 0.21, 0.86, -0.55, -5.33, 1.13, 0.997647, 5.47616, 1.523, 91.1083, 30.6834
0.45, 0.18, 0.86, 3.7, -9.72, 13.62, 0.987168, 17.1369, 1.56567, 85.5047, 30.6834
0.47, 0.19, 0.86, 10.94, -15.14, 18.71, 0.998299, 26.438, 1.52533, 76.5877, 30.6834
0.56, 0.24, 0.79, 4.73, 1.12, 14.77, 0.997647, 15.5493, 1.51967, 70.5173, 37.8145
-0.05, 0.11, 0.05, -172.43, -17.31, -5.41, 0.130767, 173.381, 1.51567, 64.8243, 87.134
0.57, -0.16, 2, 37.65, -250, 24.65, 2.08579, 254.018, 1.55033, 74.9657, 0
1.39, 0.26, 0.11, -100.36, 92.62, 9.75, 1.41838, 136.915, 1.55433, 81.395, 83.6847
0.18, -0.01, -0.14, -97.79, 249.99, 18.16, 0.228254, 269.05, 1.51, 93.3137, 81.9522
0.65, 0.22, 0.72, -36.57, 41.62, -37.79, 0.994636, 67.0647, 1.50833, 96.9493, 43.9455
0.4, 0.05, 0.98, -19.66, 13.54, -21.42, 1.05967, 32.0728, 1.501, 98.4977, 11.4783
0.52, 0.22, 0.8, -14.11, -14.7, -33.93, 0.979183, 39.5781, 1.49667, 100.287, 36.8699
0.5, 0.12, 0.85, -8.57, 4.13, -27.2, 0.993428, 28.8157, 1.48967, 101.464, 31.7883
0.46, 0.18, 0.89, -7.29, 1.85, -20.97, 1.01789, 22.278, 1.48333, 102.111, 27.1268
0.47, 0.18, 0.9, -6.09, -1.38, -16.22, 1.03116, 17.3805, 1.47867, 101.869, 25.8419
0.46, 0.17, 0.86, -6.78, -2.79, -8.83, 0.99, 11.477, 1.47133, 99.3743, 30.6834
0.42, 0.15, 0.87, -1.09, -5.43, 5.56, 0.97765, 7.84771, 1.46433, 97.581, 29.5414
0.5, 0.16, 0.86, 4.85, -13.79, -3.34, 1.00757, 14.9947, 1.46533, 96.6803, 30.6834
0.5, 0.16, 0.86, 6.63, -5.44, -8.46, 1.00757, 12.0467, 1.46233, 97.203, 30.6834
0.51, 0.22, 0.86, -2.01, -4.46, -7.14, 1.02377, 8.65513, 1.50833, 91.1517, 30.6834
0.51, 0.19, 0.85, -8.2, 1.66, -3.3, 1.00931, 8.99364, 1.469, 81.1803, 31.7883
-0.05, 0.11, 0.05, -172.43, -17.31, -5.41, 0.130767, 173.381, 1.41733, 80.9277, 87.134
0.57, -0.16, 2, 37.65, -250, 24.65, 2.08579, 254.018, 1.49733, 79.1397, 0
1.39, 0.26, 0.11, -100.36, 92.62, 9.75, 1.41838, 136.915, 1.502, 84.266, 83.6847
0.48, 0.18, 0.85, 1.3, 1.34, -0.82, 0.992623, 2.03912, 1.49867, 83.0373, 31.7883
0.49, 0.18, 0.86, 0.79, 0.04, -1.15, 1.00603, 1.39578, 1.49667, 81.863, 30.6834
0.51, 0.18, 0.86, -1.55, 1, -0.15, 1.01592, 1.85068, 1.49533, 80.795, 30.6834
0.54, 0.19, 0.83, -3.68, 3.13, -1.22, 1.00827, 4.98274, 1.49533, 79.634, 33.9013
0.51, 0.18, 0.86, -5.13, 3.66, 3.28, 1.01592, 7.10429, 1.495, 78.8527, 30.6834
0.58, 0.16, 0.82, -12.67, 11.26, -8.43, 1.01705, 18.931, 1.498, 79.342, 34.9152
0.56, 0.22, 0.8, -27.86, 17.97, -28.3, 1.001, 43.5889, 1.49733, 81.5763, 36.8699
0.46, 0.21, 0.84, -22.73, 19.21, -10.8, 0.980459, 31.6594, 1.49667, 83.1007, 32.8599
0.41, 0.17, 0.87, -13.79, 15.98, 6.03, 0.976678, 21.9519, 1.49533, 83.3927, 29.5414
0.42, 0.15, 0.87, 0.27, 14.63, 18.02, 0.97765, 23.2127, 1.49267, 82.997, 29.5414
0.38, 0.1, 0.94, 11.5, 14.76, 22.61, 1.01882, 29.3482, 1.487, 83.9387, 19.9484
0.43, 0.18, 0.88, 5.84, -4.27, 15.94, 0.995841, 17.5049, 1.52967, 78.302, 28.3576
-0.05, 0.11, 0.05, -172.43, -17.31, -5.41, 0.130767, 173.381, 1.44567, 74.397, 87.134
0.57, -0.16, 2, 37.65, -250, 24.65, 2.08579, 254.018, 1.478, 78.0493, 0
1.39, 0.26, 0.11, -100.36, 92.62, 9.75, 1.41838, 136.915, 1.52567, 72.609, 83.6847
0.4, 0.1, 0.89, 5.55, 16.48, 10.44, 0.980867, 20.2827, 1.519, 69.8253, 27.1268
0.41, 0.12, 0.9, 7.32, 4.81, 11.8, 0.996243, 14.6955, 1.519, 68.8023, 25.8419
0.43, 0.15, 0.9, 5.47, 1.27, 10.77, 1.00866, 12.1461, 1.517, 67.2947, 25.8419
0.43, 0.17, 0.9, 1.98, 7.02, 11.38, 1.01183, 13.5168, 1.518, 66.644, 25.8419
0.43, 0.15, 0.89, -0.21, 8.77, 8.11, 0.99975, 11.9469, 1.516, 66.21, 27.1268
0.43, 0.15, 0.89, -0.12, 15.03, 6.03, 0.99975, 16.1949, 1.51333, 66.1263, 27.1268
0.39, 0.13, 0.92, 0.59, 10.85, 6.96, 1.00767, 12.904, 1.51167, 66.1263, 23.0739
0.39, 0.14, 0.9, 4.18, 5.13, 6.32, 0.990808, 9.1505, 1.51133, 66.2447, 25.8419
0.4, 0.15, 0.9, 3.2, 1.57, 5.77, 0.996243, 6.78217, 1.509, 65.8633, 25.8419
0.4, 0.15, 0.9, 2.78, 4.37, 5.52, 0.996243, 7.56939, 1.50667, 65.6013, 25.8419
0.4, 0.15, 0.9, 2.82, 1.18, 4.88, 0.996243, 5.7584, 1.502, 65.4437, 25.8419
0.41, 0.14, 0.89, -0.99, 1.93, 5.55, 0.989848, 5.95882, 1.49833, 65.2873, 27.1268
0.39, 0.15, 0.91, -0.39, 3, -5.61, 1.00135, 6.37371, 1.53967, 59.0823, 24.4946
-0.05, 0.11, 0.05, -172.43, -17.31, -5.41, 0.130767, 173.381, 1.45567, 55.1773, 87.134
0.57, -0.16, 2, 37.65, -250, 24.65, 2.08579, 254.018, 1.488, 58.8297, 0
1.39, 0.26, 0.11, -100.36, 92.62, 9.75, 1.41838, 136.915, 1.49633, 65.472, 83.6847
0.18, -0.01, -0.14, -97.79, 249.99, 18.16, 0.228254, 269.05, 1.45633, 77.604, 81.9522
0.4, 0.14, 0.9, -0.98, 1.98, 3.46, 0.994786, 4.10517, 1.45267, 77.728, 25.8419
0.41, 0.14, 0.9, 0.95, 0.18, 1.86, 0.998849, 2.09631, 1.449, 77.56, 25.8419
0.41, 0.15, 0.89, 0.85, 1, 1.64, 0.991312, 2.1005, 1.44567, 77.274, 27.1268
0.41, 0.14, 0.88, -1.36, 3.68, 1.53, 0.980867, 4.21105, 1.44133, 76.4143, 28.3576
0.5, 0.19, 0.85, -7.57, 14.07, -9.82, 1.00429, 18.7537, 1.44, 74.992, 31.7883
0.4, 0.14, 0.84, -14.03, 32.55, -10.3, 0.940851, 36.9112, 1.43567, 75.13, 32.8599
0.28, 0.2, 1.05, -4.04, 18.14, 12.66, 1.10494, 22.4868, 1.43833, 75.098, 87.134
0.24, 0.29, 0.95, -22.09, 8.1, 53.76, 1.02186, 58.6832, 1.43967, 76.799, 18.1949
0.37, 0.22, 0.89, -26.77, 0.7, 52.6, 0.988635, 59.0244, 1.44167, 77.839, 27.1268
0.48, 0.13, 0.83, -17.29, 27.86, 30.71, 0.967574, 44.9247, 1.44, 79.4993, 33.9013
0.43, 0.23, 1.08, -25.51, 35.52, 6.61, 1.18499, 44.2281, 1.491, 75.249, 85.4114
0.31, 0.29, 1, -40.45, 58.03, 4.95, 1.08637, 70.9097, 1.45333, 68.2867, 0
0.21, 0.12, 0.82, -33.79, 3, -5.61, 0.854927, 34.3837, 1.433, 62.9423, 34.9152
-0.05, 0.11, 0.05, -172.43, -17.31, -5.41, 0.130767, 173.381, 1.39367, 68.365, 87.134
0.57, -0.16, 2, 37.65, -250, 24.65, 2.08579, 254.018, 1.437, 77.9773, 0
1.39, 0.26, 0.11, -100.36, 92.62, 9.75, 1.41838, 136.915, 1.44633, 84.1513, 83.6847
0.18, -0.01, -0.14, -97.79, 249.99, 18.16, 0.228254, 269.05, 1.40733, 95.67, 81.9522
-0.55, -0.88, 2, 218.86, 101.96, -12.42, 2.2532, 241.764, 1.47267, 106.208, 0
-0.01, -0.02, 0.79, -19.82, 89.56, -53.71, 0.790316, 106.295, 1.451, 110.939, 37.8145
-0.35, -0.22, 1.33, 28.26, 14.6, -65.28, 1.39277, 72.6173, 1.46633, 113.93, 70.7312
0.21, -0.04, 1.19, 60.2, -180.25, -15.33, 1.20905, 190.654, 1.46667, 121.935, 79.0472
0.67, 0.15, 1.06, -3.2, -92.84, 6.41, 1.26293, 93.116, 1.481, 124.999, 86.5602
0.47, 0.17, 0.96, -10.89, -0.4, 43.46, 1.08231, 44.8054, 1.486, 126.401, 16.2602
0.37, 0.34, 0.47, 9.22, 2.46, 54.06, 0.688041, 54.8958, 1.477, 128.297, 61.9657
0.62, 0.41, 0.33, 13.02, 40.35, 66.55, 0.813265, 78.9085, 1.47433, 132.012, 70.7312
0.52, 0.19, 1.14, 7.91, 164.09, 19.17, 1.26732, 165.395, 1.48767, 138.084, 81.9522
0.04, -0.03, 1.72, -11.68, -10.5, -40.65, 1.72073, 43.5786, 1.54033, 133.673, 43.9455
0.53, 0.33, 0.57, -74.7, -9.73, 4.14, 0.845399, 75.4447, 1.497, 126.216, 55.2498
0.35, -0.14, 0.55, -24.04, 27.24, -75.17, 0.666783, 83.4893, 1.473, 123.673, 56.633
-0.05, 0.11, 0.05, -172.43, -17.31, -5.41, 0.130767, 173.381, 1.469, 117.98, 87.134
0.57, -0.16, 2, 37.65, -250, 24.65, 2.08579, 254.018, 1.512, 128.176, 0
1.39, 0.26, 0.11, -100.36, 92.62, 9.75, 1.41838, 136.915, 1.52233, 134.834, 83.6847
0.18, -0.01, -0.14, -97.79, 249.99, 18.16, 0.228254, 269.05, 1.485, 146.916, 81.9522
-0.19, 0.33, 2, -9.05, -120.19, -47.77, 2.03593, 129.652, 1.52133, 152.597, 0
0.43, 0.57, 0.3, -46.13, -50.64, -6.76, 0.774468, 68.8337, 1.51333, 154.999, 72.5424
0.32, 0.1, -0.05, -20.93, -0.6, -14.42, 0.338969, 25.4236, 1.483, 154.302, 87.134
0.77, -0.29, 1.84, 71.22, -107.45, -62.67, 2.01559, 143.336, 1.52867, 161.185, 32.8599
0.67, 0.21, 1.75, -34.02, 87.41, -13.72, 1.8856, 94.7951, 1.567, 162.892, 41.4096
0.57, 0.14, 0.49, -94.55, 72.63, -23.68, 0.764591, 121.555, 1.55767, 166.585, 60.6594
0.22, 0.07, -0.12, -35.29, 149.25, -67.05, 0.260192, 167.382, 1.52333, 172.442, 83.1079
-0.23, -0.37, 2, 113.4, 37.43, -95.31, 2.0469, 152.789, 1.552, 178.392, 0
-0.17, 0.25, 2, -12.16, -108.34, -50.14, 2.02272, 119.998, 1.57933, 180.633, 0
0.31, 0.41, 0.34, -51.9, -81.02, 12.83, 0.616279, 97.0694, 1.57633, 184.078, 70.1231
0.63, -0.03, 0.08, -25.77, -122.09, -4.81, 0.635767, 124.873, 1.594, 182.662, 85.4114
-0.05, 0.11, 0.05, -172.43, -17.31, -5.41, 0.130767, 173.381, 1.51, 178.757, 87.134
0.57, -0.16, 2, 37.65, -250, 24.65, 2.08579, 254.018, 1.54233, 182.409, 0
1.39, 0.26, 0.11, -100.36, 92.62, 9.75, 1.41838, 136.915, 1.59, 176.969, 83.6847
0.18, -0.01, -0.14, -97.79, 249.99, 18.16, 0.228254, 269.05, 1.48667, 178.059, 81.9522
0.53, 0.1, 1.14, -103.84, 89.73, 65.61, 1.26115, 152.115, 1.51833, 181.262, 81.9522
0.07, 0.24, 0.39, -53.65, 207.81, 22.53, 0.463249, 215.803, 1.47833, 187.123, 67.0455
-0.05, -0.09, 0.28, -5.5, 241.28, -22.15, 0.298329, 242.357, 1.44433, 187.562, 73.7398
-0.93, -0.03, 1.61, 27.57, -59.88, -84.69, 1.85954, 107.322, 1.46733, 189.885, 52.4105
0.09, 0.35, 0.37, -25.67, -250, 18.52, 0.517204, 251.996, 1.441, 197.866, 68.2844
0.31, 0.18, -0.08, -17.37, -71.11, 66.22, 0.367287, 98.7089, 1.42067, 200.831, 85.4114
0.87, -0.39, 2, 96.15, -153.26, -12.28, 2.21563, 181.34, 1.484, 205.557, 0
0.86, 0.28, 1.91, -63.43, 102.28, 18.75, 2.11331, 121.804, 1.524, 205.333, 24.4946
0.49, 0.22, 0.52, -92.87, 159.94, 47.26, 0.747596, 190.89, 1.50533, 213.241, 58.6677
0.12, -0.07, -0.23, -39.2, 236.02, 6.49, 0.268701, 239.341, 1.47167, 219.679, 76.7029
-0.46, -0.53, 2, 98.72, 89.56, -33.21, 2.11955, 137.366, 1.53667, 222.847, 0
-0.05, 0.11, 0.05, -172.43, -17.31, -5.41, 0.130767, 173.381, 1.53667, 222.847, 87.134
0.57, -0.16, 2, 37.65, -250, 24.65, 2.08579, 254.018, 1.53667, 222.847, 0
1.39, 0.26, 0.11, -100.36, 92.62, 9.75, 1.41838, 136.915, 1.53667, 222.847, 83.6847
0.18, -0.01, -0.14, -97.79, 249.99, 18.16, 0.228254, 269.05, 1.53667, 222.847, 81.9522
0.13, 0.3, 0.1, -16.06, -245.08, 54.28, 0.341906, 251.532, 1.47033, 227.461, 84.2608
0.45, 0.11, -0.26, -9.98, -110.05, 43.63, 0.531225, 118.803, 1.45433, 229.465, 74.9299
1.18, -0.05, 1.94, 194.99, -112.88, -30.51, 2.27123, 227.363, 1.54433, 239.546, 19.9484
0.61, 0.04, 1.07, -60.33, 52.32, 67.35, 1.23231, 104.466, 1.505, 237.502, 85.986
0.23, 0.13, 0.19, -41.15, 183.06, 11.25, 0.325423, 187.965, 1.43567, 240.845, 79.0472
-0.03, -0.15, -0.05, -37, 249.99, -7.19, 0.160935, 252.816, 1.40333, 244.289, 87.134
-1.12, -0.03, 1.72, 12.62, 91, -72.45, 2.05273, 117.001, 1.48533, 241.772, 43.9455
-0.36, 0.31, 0.72, -23.66, -217, 14.43, 0.862612, 218.762, 1.445, 242.07, 43.9455
0.22, 0.15, -0.16, 2.28, -96.44, 68.53, 0.310644, 118.331, 1.382, 241.957, 80.7931
0.79, -0.21, 2, 123.41, -191.15, 17.54, 2.1606, 228.202, 1.44667, 248.169, 0
0.65, 0.2, 1.76, -51.5, 102.57, 56.37, 1.88682, 127.869, 1.509, 250.095, 40.5358
-0.05, 0.11, 0.05, -172.43, -17.31, -5.41, 0.130767, 173.381, 1.509, 250.095, 87.134
0.57, -0.16, 2, 37.65, -250, 24.65, 2.08579, 254.018, 1.509, 250.095, 0
1.39, 0.26, 0.11, -100.36, 92.62, 9.75, 1.41838, 136.915, 1.509, 250.095, 83.6847
0.18, -0.01, -0.14, -97.79, 249.99, 18.16, 0.228254, 269.05, 1.509, 250.095, 81.9522
-0.06, -0.13, 0.06, -25.67, 244.61, 19.1, 0.155242, 246.694, 1.45833, 251.101, 86.5602
-0.92, -0.33, 1.58, 54.28, 152.29, -69.67, 1.85788, 176.047, 1.52933, 250.843, 54.5495
-0.47, 0.33, 1.1, -1.74, -250, 10.11, 1.24089, 250.21, 1.57867, 250.607, 84.2608
0.29, 0.28, -0.33, 0.72, -189.47, 77.1, 0.520961, 204.558, 1.523, 253.779, 70.7312
1.09, -0.24, 2, 104.83, -127.81, 14.79, 2.29035, 165.962, 1.607, 252.22, 0
0.61, 0.19, 1.9, -64.77, 163.19, 39.67, 2.00454, 180, 1.678, 255.984, 25.8419
0.22, 0.26, 0.39, -64.33, 186.09, -2.21, 0.517784, 196.908, 1.59833, 255.682, 67.0455
-0.1, -0.12, -0.05, -54.1, 249.99, 11.34, 0.164012, 256.028, 1.50567, 260.048, 87.134
-1.02, -0.2, 1.5, -15.63, 80.8, -59.97, 1.82494, 101.83, 1.55533, 255.259, 60
-0.4, 0.22, 0.44, -20.24, -201.52, 62.96, 0.634035, 212.094, 1.57667, 255.359, 63.8961
0.35, 0.05, -0.19, 17.46, -155.82, 68.41, 0.401373, 171.069, 1.49667, 256.033, 79.0472
-0.05, 0.11, 0.05, -172.43, -17.31, -5.41, 0.130767, 173.381, 1.49667, 256.033, 87.134
0.57, -0.16, 2, 37.65, -250, 24.65, 2.08579, 254.018, 1.49667, 256.033, 0
1.39, 0.26, 0.11, -100.36, 92.62, 9.75, 1.41838, 136.915, 1.49667, 256.033, 83.6847
0.18, -0.01, -0.14, -97.79, 249.99, 18.16, 0.228254, 269.05, 1.49667, 256.033, 81.9522
0.49, 0.12, 1.29, -63.55, 72.54, 48.98, 1.38514, 108.165, 1.54233, 251.688, 73.142
0.16, 0.14, -0.02, -45.66, 208.99, 14.94, 0.213542, 214.441, 1.52567, 255.219, 88.854
-0.08, -0.28, 0.57, -39.33, 249.99, 35.66, 0.640078, 255.565, 1.451, 254.772, 55.2498
-1.14, 0.12, 2, -54.28, 8.34, -71.8, 2.30521, 90.3942, 1.50233, 253.253, 0
-0.08, 0.29, 0.31, -8.22, -250, 26.46, 0.431972, 251.531, 1.50667, 254.893, 71.9408
0.47, 0.14, -0.34, 2.88, -131.61, 52.45, 0.596741, 141.706, 1.53067, 251.319, 70.1231
1.22, 0.14, 1.56, 175.95, -98.94, -11.68, 1.98535, 202.198, 1.53233, 255.002, 55.9442
0.59, -0, 1.03, -69.52, 22.06, 41.33, 1.18701, 83.8322, 1.54, 250.929, 88.2809
0.28, 0.1, -0.06, -44.53, 205.06, 7.39, 0.303315, 209.969, 1.537, 253.92, 86.5602
-0.07, -0.37, 1.74, 35.22, 189.73, 8.16, 1.78028, 193.144, 1.50967, 250.621, 42.2686
-1.08, 0.14, 2, -20.28, -18.36, -84.63, 2.27728, 88.9416, 1.53, 247.715, 0
-0.05, 0.11, 0.05, -172.43, -17.31, -5.41, 0.130767, 173.381, 1.53, 247.715, 87.134
0.57, -0.16, 2, 37.65, -250, 24.65, 2.08579, 254.018, 1.53, 247.715, 0
1.39, 0.26, 0.11, -100.36, 92.62, 9.75, 1.41838, 136.915, 1.53, 247.715, 83.6847
0.18, -0.01, -0.14, -97.79, 249.99, 18.16, 0.228254, 269.05, 1.53, 247.715, 81.9522
0.42, 0.07, -0.28, 10.17, -80.08, 46.52, 0.509608, 93.1684, 1.54733, 242.628, 73.7398
1.03, 0.35, 2, 90.12, -235.64, 13.44, 2.27671, 252.643, 1.56567, 244.727, 0
0.6, -0.02, 1.07, -64.57, 65.25, 23.95, 1.22691, 94.8707, 1.55867, 241.124, 85.986
0.13, 0.05, -0.26, -22.59, 218.47, 0.58, 0.294958, 219.636, 1.54333, 240.269, 74.9299
-0.07, -0.32, 1.61, 11.02, 219.53, 13.5, 1.64299, 220.221, 1.499, 240.156, 52.4105
-1.28, 0.34, 2, -44.49, -76.21, -58.51, 2.39875, 105.881, 1.52967, 237.209, 0
0.08, 0.22, 0.07, -19.82, -204.66, 58.36, 0.244336, 213.739, 1.513, 238.216, 85.986
0.59, 0.02, -0.24, -3.65, -123.23, 47.21, 0.63726, 132.014, 1.53233, 233.505, 76.1135
1.31, 0.55, 0.57, 147.68, -41.33, -27.25, 1.53085, 155.757, 1.52267, 235.5, 55.2498
0.77, 0.02, 0.55, -62.66, 56.24, 25.86, 0.946467, 88.0792, 1.532, 230.835, 56.633
0.15, 0.14, -0.22, -20.16, 249.99, -9.22, 0.300832, 250.971, 1.52933, 232.091, 77.291
-0.05, 0.11, 0.05, -172.43, -17.31, -5.41, 0.130767, 173.381, 1.52933, 232.091, 87.134
0.57, -0.16, 2, 37.65, -250, 24.65, 2.08579, 254.018, 1.52933, 232.091, 0
1.39, 0.26, 0.11, -100.36, 92.62, 9.75, 1.41838, 136.915, 1.52933, 232.091, 83.6847
0.18, -0.01, -0.14, -97.79, 249.99, 18.16, 0.228254, 269.05, 1.52933, 232.091, 81.9522
-0.76, 0.22, 2, -22.76, -217.38, -36.19, 2.15081, 221.544, 1.56533, 235.133, 0
0.22, 0.28, -0.13, -13.03, -229.9, 29.59, 0.379078, 232.162, 1.57567, 235.23, 82.5304
0.81, 0.09, -0.29, -14.86, -86.74, 29.15, 0.865043, 92.7058, 1.58433, 228.756, 73.142
1.32, 0.4, 1.05, -22.28, 141.83, 10.34, 1.73346, 143.941, 1.568, 230.09, 87.134
0.54, 0.11, 0.1, -76.1, 195.21, -14.13, 0.560089, 209.995, 1.57033, 230.116, 84.2608
-0.15, 0, -0.24, -46.41, 249.99, 6.31, 0.283019, 254.34, 1.55167, 233.975, 76.1135
