@relation exp_4th_05

@attribute 	ax	numeric
@attribute 	ay	numeric
@attribute 	az	numeric
@attribute 	gx	numeric
@attribute 	gy	numeric
@attribute 	gz	numeric
@attribute 	SMVAcc	numeric
@attribute 	SMVGyro	numeric
@attribute 	SMA30Acc	numeric
@attribute 	SMA30Gyro	numeric
@attribute 	Angle	numeric


@data
0.18, -0.01, -0.14, -97.79, 249.99, 18.16, 0.228254, 269.05, 1.68667, 312.754, 81.9522
0.24, 0.3, -0.15, -67.34, -250, 30.51, 0.412432, 260.702, 1.685, 311.242, 81.3731
0.8, 0.02, 2, 202.67, -181.08, 83.63, 2.15416, 284.357, 1.70467, 309.657, 0
0.44, 0.29, 0.67, -159.2, 65.96, 8.86, 0.852408, 172.551, 1.70667, 306.546, 47.9329
0.04, -0.24, -0.46, -83.82, 249.99, 68.13, 0.520384, 272.328, 1.68933, 309.97, 62.6129
-0.95, -1.17, 2, 249.99, 140.98, 9.9, 2.50428, 287.173, 1.72433, 319.795, 0
-0.72, 0.55, 0.64, -161.58, -185.2, -69.24, 1.10928, 255.345, 1.761, 323.95, 50.2082
0.48, 0.38, -0.27, -55.59, -229.74, 16.51, 0.669104, 236.946, 1.71333, 323.701, 74.3357
1.32, -0.67, 0.23, 249.99, -250, -34.07, 1.49807, 355.184, 1.69167, 338.31, 76.7029
0.38, 0.17, -0.33, -134.44, 179.91, 42.02, 0.531225, 228.489, 1.69967, 337.93, 70.7312
0.08, -0.55, 0.32, -97.63, 249.99, 36.32, 0.641327, 270.824, 1.60667, 336.812, 71.3371
-1.62, -0.61, 2, 249.99, -34.45, -35.37, 2.64509, 254.819, 1.74067, 340.968, 0
-0.05, -0.24, -0.35, -113.69, 249.99, 4.1, 0.427317, 274.658, 1.671, 342.817, 69.5127
-1.35, -0.39, 2, 249.99, -151.95, -15.53, 2.4443, 292.959, 1.737, 349.975, 0
-0.05, 0.11, 0.05, -172.43, -17.31, -5.41, 0.130767, 173.381, 1.733, 344.282, 87.134
0.57, -0.16, 2, 37.65, -250, 24.65, 2.08579, 254.018, 1.80867, 345.983, 0
1.39, 0.26, 0.11, -100.36, 92.62, 9.75, 1.41838, 136.915, 1.77533, 336.156, 83.6847
0.18, -0.01, -0.14, -97.79, 249.99, 18.16, 0.228254, 269.05, 1.73267, 338.667, 81.9522
0.68, -0.06, 2, 72.31, -250, 46.78, 2.11329, 264.418, 1.79767, 341.205, 0
1.01, 0.43, 1.04, -187.15, -23.2, -21.48, 1.51215, 189.802, 1.79667, 331.697, 87.7076
0.27, -0.03, -0.41, -101.68, 247.25, 19.46, 0.491833, 268.049, 1.77633, 334.524, 65.7952
-0.61, -1.08, 2, 249.99, 228.44, 0.63, 2.3534, 338.645, 1.86667, 338.716, 0
-1.18, 0.56, 0.94, -129.45, -152.51, -121.54, 1.60922, 234.07, 1.82967, 342.841, 19.9484
0.26, 0.17, -0.11, -61.87, -209.79, 35.51, 0.329545, 221.587, 1.82067, 344.735, 83.6847
0.89, -0.97, 2, 249.99, -250, -13.12, 2.39437, 353.79, 1.887, 351.966, 0
0.76, 0.27, 0.13, -122.54, 95.77, 24.57, 0.816946, 157.454, 1.90433, 347.803, 82.5304
0.19, -0.26, -0.4, -97.43, 249.99, 17.4, 0.513517, 268.869, 1.808, 346.048, 66.4218
-0.86, -0.64, 1.01, 249.99, 249.99, -26.15, 1.47285, 354.505, 1.88467, 357.081, 89.427
-0.05, -0.24, -0.35, -113.69, 249.99, 4.1, 0.427317, 274.658, 1.815, 358.93, 69.5127
-1.35, -0.39, 2, 249.99, -151.95, -15.53, 2.4443, 292.959, 1.881, 366.088, 0
-0.05, 0.11, 0.05, -172.43, -17.31, -5.41, 0.130767, 173.381, 1.877, 360.395, 87.134
0.57, -0.16, 2, 37.65, -250, 24.65, 2.08579, 254.018, 1.945, 359.21, 0
1.39, 0.26, 0.11, -100.36, 92.62, 9.75, 1.41838, 136.915, 1.90967, 350.388, 83.6847
0.18, -0.01, -0.14, -97.79, 249.99, 18.16, 0.228254, 269.05, 1.874, 354.786, 81.9522
-0.55, -0.88, 2, 218.86, 101.96, -2.9, 2.2532, 241.462, 1.96367, 352.178, 0
0.45, 0.11, -0.02, -64.25, -216.68, 65.03, 0.463681, 235.175, 1.84567, 350.348, 88.854
0.9, 1.38, -0.25, 249.99, -179.16, -35.54, 1.6664, 309.607, 1.86633, 351.97, 75.5225
0.48, 0.11, -0.42, -119.56, 181.43, 33.9, 0.647225, 219.911, 1.86233, 353.072, 65.1654
0.25, -0.59, 0.86, -79.95, 249.99, 2.2, 1.07247, 262.473, 1.845, 346.341, 30.6834
-1.51, 0.2, 1.15, 37.73, 48.91, -118.5, 1.90856, 133.634, 1.911, 341.3, 81.3731
-0.23, 0.35, 0.02, -134.06, -105.09, 10.2, 0.419285, 170.646, 1.89933, 336.814, 88.854
0.54, 0.05, 2, 96.89, -250, 103.15, 2.07222, 287.276, 1.84467, 341.155, 0
1.03, 0.17, 0.72, -185.42, 146.67, 2.91, 1.26815, 236.434, 1.88733, 340.062, 43.9455
0.2, -0.19, -0.3, -97.05, 249.99, 28.8, 0.407554, 269.709, 1.78567, 338.675, 72.5424
-0.5, -0.61, 1.37, 249.99, 204.22, 4.37, 1.58082, 322.831, 1.86133, 347.456, 68.2844
-0.81, 0.46, 0.16, -238.96, 28.84, -98.63, 0.945145, 260.118, 1.818, 349.26, 80.7931
-0.05, -0.24, -0.35, -113.69, 249.99, 4.1, 0.427317, 274.658, 1.78067, 354.762, 69.5127
-0.05, 0.11, 0.05, -172.43, -17.31, -5.41, 0.130767, 173.381, 1.77667, 349.069, 87.134
0.57, -0.16, 2, 37.65, -250, 24.65, 2.08579, 254.018, 1.77633, 347.176, 0
1.39, 0.26, 0.11, -100.36, 92.62, 9.75, 1.41838, 136.915, 1.75233, 346.206, 83.6847
0.18, -0.01, -0.14, -97.79, 249.99, 18.16, 0.228254, 269.05, 1.73967, 346.124, 81.9522
0.43, -0.74, 0.94, 249.99, -250, 11.17, 1.27126, 353.723, 1.687, 347.194, 19.9484
0.47, 0.24, -0.23, -152.67, 172.89, 1.23, 0.575674, 230.653, 1.629, 344.637, 76.7029
-0.07, -0.62, 2, 113.9, 212.24, -4.51, 2.09507, 240.914, 1.70067, 345.42, 0
-0.75, 0.25, 0.55, -131.06, -44.43, -52.41, 0.963068, 147.978, 1.62367, 335.913, 56.633
0.17, -0.04, -0.05, -55.02, -99.85, 53.85, 0.181659, 126.083, 1.59367, 334.774, 87.134
0.11, -0.37, 2, 249.99, -236.53, 106.8, 2.03691, 360.344, 1.648, 342.391, 0
0.81, 0.09, 0.56, -82.61, -69.61, 9.89, 0.988838, 108.479, 1.613, 330.257, 55.9442
0.33, -0.21, -0.42, -0.21, 192.92, -10.34, 0.573934, 193.197, 1.62367, 324.78, 65.1654
-0.49, -0.88, 2, 249.99, 213.97, -44.34, 2.23931, 332.03, 1.61133, 327.807, 0
-0.73, 0.6, 0.44, -120.57, -183.4, -20.94, 1.04235, 220.479, 1.66333, 332.133, 63.8961
0.41, 0.13, -0.16, -39.23, -166.24, 79.4, 0.458912, 188.359, 1.59567, 331.218, 80.7931
-0.05, -0.24, -0.35, -113.69, 249.99, 4.1, 0.427317, 274.658, 1.55833, 336.72, 69.5127
-1.35, -0.39, 2, 249.99, -151.95, -15.53, 2.4443, 292.959, 1.672, 338.438, 0
-0.05, 0.11, 0.05, -172.43, -17.31, -5.41, 0.130767, 173.381, 1.56467, 334.152, 87.134
0.57, -0.16, 2, 37.65, -250, 24.65, 2.08579, 254.018, 1.63633, 333.03, 0
1.39, 0.26, 0.11, -100.36, 92.62, 9.75, 1.41838, 136.915, 1.61067, 324.298, 83.6847
0.18, -0.01, -0.14, -97.79, 249.99, 18.16, 0.228254, 269.05, 1.588, 325.333, 81.9522
0.72, -0.02, -0.21, -71.65, 94.45, 31.04, 0.750267, 122.548, 1.563, 320.833, 77.8776
0.17, -0.39, -0.23, -79.55, 249.99, -6.84, 0.483632, 262.431, 1.494, 325.208, 76.7029
-1.19, 0.33, 2, 41.04, 130.06, -125.04, 2.35053, 185.027, 1.59133, 326.767, 0
-0.27, 0.38, 0.06, -105.93, -120.32, 15.76, 0.47, 161.079, 1.52867, 319.833, 86.5602
0.6, 0.12, 0.84, 17.59, -239.62, 96.22, 1.03923, 258.815, 1.51667, 320.447, 32.8599
0.86, 0.64, 1.82, -189.47, 36.61, -9.09, 2.11225, 193.189, 1.60433, 315.758, 34.9152
0.39, -0.11, -0.44, -84.36, 220.25, 35.29, 0.598164, 238.479, 1.553, 311.802, 63.8961
0.2, -0.9, 2, 5.42, 238.11, -20.43, 2.20227, 239.046, 1.60867, 308.387, 0
-1.44, 0.53, 2, -114.13, 17.97, -162.45, 2.52081, 199.345, 1.71967, 305.946, 0
0.02, 0.21, 0.01, -91.84, -167.93, 13.35, 0.211187, 191.868, 1.72067, 308.545, 89.427
0.82, -0.97, 2, 249.99, -250, 79.4, 2.36924, 362.353, 1.756, 317.448, 0
-0.05, -0.24, -0.35, -113.69, 249.99, 4.1, 0.427317, 274.658, 1.71867, 322.949, 69.5127
-1.35, -0.39, 2, 249.99, -151.95, -15.53, 2.4443, 292.959, 1.83233, 324.667, 0
-0.05, 0.11, 0.05, -172.43, -17.31, -5.41, 0.130767, 173.381, 1.769, 314.133, 87.134
0.57, -0.16, 2, 37.65, -250, 24.65, 2.08579, 254.018, 1.82867, 313.65, 0
1.39, 0.26, 0.11, -100.36, 92.62, 9.75, 1.41838, 136.915, 1.79767, 309.386, 83.6847
0.18, -0.01, -0.14, -97.79, 249.99, 18.16, 0.228254, 269.05, 1.757, 313.988, 81.9522
0.7, 0.32, 0.33, -173.15, 129.86, 0.78, 0.837437, 216.437, 1.79333, 317.157, 70.7312
0.13, -0.19, -0.38, -108.74, 249.99, 38.86, 0.444297, 275.372, 1.734, 310.632, 67.6663
-0.63, -0.64, 0.79, 249.99, 249.99, -18.15, 1.19608, 354.005, 1.754, 322.5, 37.8145
-0.54, 0.4, 0.21, -151.05, -102.07, -39.83, 0.70406, 186.603, 1.76033, 325.482, 77.8776
0.37, 0.16, -0.07, -74.42, -186.33, 40.93, 0.409145, 204.774, 1.668, 318.595, 85.986
1.06, 1.6, -0.15, 106.63, -148.64, 15.42, 1.92512, 183.58, 1.70267, 316.788, 81.3731
0.26, 0.09, -0.29, -153.63, 221.12, 25.87, 0.39975, 270.491, 1.70067, 320.646, 73.142
-0.17, -1.12, 2, 249.99, 249.99, 1.37, 2.29854, 353.542, 1.789, 325.098, 0
-0.94, 0.6, 0.33, -135.18, -128.21, -116.05, 1.16297, 219.497, 1.72667, 323.831, 70.7312
0.21, 0.43, 0.24, -94.36, -219.36, 17.06, 0.53535, 239.403, 1.749, 328.352, 76.1135
1.09, -0.89, 1.11, 249.99, -250, -22.84, 1.79229, 354.283, 1.761, 335.369, 83.6847
-0.05, -0.24, -0.35, -113.69, 249.99, 4.1, 0.427317, 274.658, 1.72367, 340.871, 69.5127
-1.35, -0.39, 2, 249.99, -151.95, -15.53, 2.4443, 292.959, 1.83733, 342.589, 0
-0.05, 0.11, 0.05, -172.43, -17.31, -5.41, 0.130767, 173.381, 1.81267, 342.522, 87.134
0.57, -0.16, 2, 37.65, -250, 24.65, 2.08579, 254.018, 1.87733, 341.72, 0
1.39, 0.26, 0.11, -100.36, 92.62, 9.75, 1.41838, 136.915, 1.81867, 338.606, 83.6847
0.18, -0.01, -0.14, -97.79, 249.99, 18.16, 0.228254, 269.05, 1.806, 342.737, 81.9522
0.01, -0.35, -0.03, -123.69, 249.99, 33.69, 0.351426, 280.943, 1.767, 344.535, 88.2809
-1.49, -0.29, 2, 249.99, 85.11, -50.62, 2.51082, 268.889, 1.78233, 349.553, 0
-0.27, 0.32, 0.01, -111.74, -145.73, -32.75, 0.418808, 186.536, 1.771, 347.897, 89.427
0.65, 0.14, 1.06, 3.56, -250, 32.75, 1.25128, 252.161, 1.72933, 348.642, 86.5602
1.42, 0.68, 0.9, -121.68, 50.35, -15.74, 1.8135, 132.623, 1.697, 345.083, 25.8419
0.19, 0.03, -0.33, -134.35, 249.99, 29.21, 0.381969, 285.304, 1.70733, 349.764, 70.7312
-0.62, -1.23, 2, 230.15, 187.21, 2.7, 2.42844, 296.688, 1.70933, 344.453, 0
-1.12, 0.61, 0.96, -147.27, -114.8, -104.9, 1.59628, 214.176, 1.77767, 344.426, 16.2602
0.2, 0.23, -0.03, -100.23, -155.7, 18.91, 0.306268, 186.135, 1.66833, 339.672, 88.2809
0.62, -1.23, 1.37, 249.99, -250, -4.74, 1.94273, 353.578, 1.76867, 349.991, 68.2844
0.62, 0.22, 0.05, -143.05, 161.77, -15.78, 0.659773, 216.522, 1.70733, 350.268, 87.134
-0.05, -0.24, -0.35, -113.69, 249.99, 4.1, 0.427317, 274.658, 1.67, 355.769, 69.5127
-1.35, -0.39, 2, 249.99, -151.95, -15.53, 2.4443, 292.959, 1.78367, 357.487, 0
-0.05, 0.11, 0.05, -172.43, -17.31, -5.41, 0.130767, 173.381, 1.74567, 353.866, 87.134
0.57, -0.16, 2, 37.65, -250, 24.65, 2.08579, 254.018, 1.81333, 351.023, 0
1.39, 0.26, 0.11, -100.36, 92.62, 9.75, 1.41838, 136.915, 1.80333, 340.509, 83.6847
0.18, -0.01, -0.14, -97.79, 249.99, 18.16, 0.228254, 269.05, 1.776, 342.942, 81.9522
-1.52, -0.51, 2, 249.99, 66.22, -15.66, 2.5633, 259.086, 1.89033, 343.949, 0
-0.29, 0.35, 0.03, -116.36, -118.85, -28.18, 0.455522, 168.698, 1.819, 343.705, 88.2809
0.49, 0.15, 1.61, 20.9, -250, 49.86, 1.68959, 255.779, 1.87267, 341.043, 52.4105
1.38, 0.62, 1.06, -154.56, -21.35, -23.22, 1.84727, 157.746, 1.865, 330.969, 86.5602
0.44, -0.05, -0.39, -102.29, 221.58, 10.57, 0.590085, 244.28, 1.832, 329.469, 67.0455
-0.36, -1.12, 2, 226.62, 249.99, -26.78, 2.32034, 338.48, 1.91867, 335.223, 0
-1.01, 0.69, 0.5, -114.1, -116.38, -154.97, 1.32144, 224.897, 1.889, 330.644, 60
0.15, 0.29, -0.03, -83.35, -186.56, 32.49, 0.327872, 206.9, 1.88333, 328.464, 88.2809
0.86, -1.15, 2, 249.99, -250, -5.29, 2.46213, 353.586, 1.89233, 331.391, 0
0.78, 0.1, 0.18, -148.4, 122.09, -21.03, 0.806722, 193.315, 1.92067, 334.604, 79.6302
-0.05, -0.24, -0.35, -113.69, 249.99, 4.1, 0.427317, 274.658, 1.851, 336.453, 69.5127
-1.35, -0.39, 2, 249.99, -151.95, -15.53, 2.4443, 292.959, 1.917, 343.611, 0
-0.05, 0.11, 0.05, -172.43, -17.31, -5.41, 0.130767, 173.381, 1.913, 337.918, 87.134
0.57, -0.16, 2, 37.65, -250, 24.65, 2.08579, 254.018, 1.991, 334.749, 0
1.39, 0.26, 0.11, -100.36, 92.62, 9.75, 1.41838, 136.915, 1.92367, 328.649, 83.6847
0.18, -0.01, -0.14, -97.79, 249.99, 18.16, 0.228254, 269.05, 1.91467, 331.173, 81.9522
-1.2, -0.55, 2, 205.28, 187.43, -101.03, 2.39635, 295.765, 1.978, 338.088, 0
-0.22, 0.32, 0.02, -104.16, -121.15, -46.71, 0.388844, 166.459, 1.89667, 340.896, 88.854
0.95, -1.16, 2, 249.99, -250, 6.69, 2.49962, 353.61, 2.01533, 344, 0
1.16, 0.26, 0.87, -202.13, 74.51, -14.53, 1.47313, 215.915, 1.96333, 339.704, 29.5414
0.33, -0.12, -0.41, -73.3, 158.59, -23.82, 0.539815, 176.327, 1.90233, 335.995, 65.7952
-0.38, -0.49, 2, 190.11, 249.99, -73.14, 2.09392, 322.469, 1.98267, 343.942, 0
-0.45, 0.17, -0.05, -146.07, 13.18, -157.86, 0.483632, 215.476, 1.89767, 337.688, 87.134
0.22, -1.33, 2, 165.63, -250, -32.54, 2.41191, 301.649, 1.98633, 341.94, 0
1.11, 0.69, -0.41, 75.2, -17.36, -117.43, 1.36978, 140.521, 2.03867, 336.681, 65.7952
0.25, -0.07, 0.22, -54.7, 249.99, -60.17, 0.340294, 262.883, 1.932, 334.927, 77.291
-0.81, 0.39, 1.8, 23.58, 146.84, -140.85, 2.01201, 204.833, 2.025, 338.798, 36.8699
-0.05, -0.24, -0.35, -113.69, 249.99, 4.1, 0.427317, 274.658, 1.95533, 340.647, 69.5127
-1.35, -0.39, 2, 249.99, -151.95, -15.53, 2.4443, 292.959, 2.02133, 347.805, 0
-0.05, 0.11, 0.05, -172.43, -17.31, -5.41, 0.130767, 173.381, 2.01733, 342.112, 87.134
0.57, -0.16, 2, 37.65, -250, 24.65, 2.08579, 254.018, 1.974, 341.46, 0
1.39, 0.26, 0.11, -100.36, 92.62, 9.75, 1.41838, 136.915, 2.01033, 339.438, 83.6847
0.18, -0.01, -0.14, -97.79, 249.99, 18.16, 0.228254, 269.05, 1.94633, 340.944, 81.9522
0.37, -0.09, -0.23, -126.77, -153.02, -9.34, 0.44486, 198.93, 1.86733, 343.944, 76.7029
0.75, -0.73, 0.77, 249.99, -250, -98.89, 1.29935, 367.116, 1.913, 352.758, 39.6461
1.44, 0.35, 0.71, -177.15, 204.65, -23.6, 1.64323, 271.7, 1.88033, 349.492, 44.7651
0.21, -0.21, -0.14, -78.76, 249.99, -53.79, 0.328329, 267.566, 1.82567, 349.395, 81.9522
-0.83, -0.62, 2, 249.99, 240, -87.57, 2.2524, 357.44, 1.925, 358.567, 0
-0.44, 0.5, 0.18, -101.33, -147.48, -79.77, 0.689928, 195.912, 1.82867, 352.677, 79.6302
