-0.29, 0.26, 0.71, 9.51, 53.63, 24.39, 0.809815, 59.6782, 1.14233, 112.016, 44.7651
-0.26, 0.04, 0.39, 7.45, 250, 23.73, 0.470425, 251.234, 1.12667, 110.706, 67.0455
0.56, 0.15, 0.21, 0.21, 83.31, 3.81, 0.616604, 83.3973, 1.112, 109.391, 77.8776
1.04, 0.08, 0.75, 6.54, 66.96, 7.44, 1.28472, 67.6887, 1.11567, 108.951, 41.4096
0.54, 0.13, 0.73, 0.43, 85.46, 4.82, 0.917279, 85.5969, 1.118, 107.236, 43.1136
0.1, 0.33, 0.08, 4.11, 25.71, 0.18, 0.353977, 26.0371, 1.11167, 105.434, 85.4114
-0.11, 0.02, 0.21, 33.1, 6.69, 4.35, 0.237908, 34.0483, 1.089, 102.176, 77.8776
0.12, 0.11, 0.09, 42.79, 0.86, 0.86, 0.186011, 42.8073, 1.08, 97.6187, 84.8364
-0.32, 0, 0, 0, 0, 0, 0.32, 0, 1.04633, 94.7503, 90
-0.59, 0.27, 0.77, 1.98, 5.29, 2.57, 1.00693, 6.20559, 1.07333, 95.0783, 39.6461
-0.48, 0.48, 0.4, 16.97, 117.36, 63.12, 0.787909, 134.333, 1.09533, 92.8303, 66.4218
0.13, 0.34, 0.99, 50.06, 250, 22.76, 1.0548, 255.977, 1.10067, 99.2933, 8.10961
0.61, 0.28, 0.03, 1.01, 39.05, 0.29, 0.671863, 39.0641, 1.07, 96.2443, 88.2809
0.92, 0.03, 0.7, 23.82, 29.66, 0.94, 1.15642, 38.0525, 1.09767, 94.951, 45.573
0.6, 0.08, 0.67, 15.71, 6.3, 12.85, 0.90294, 21.2513, 1.13067, 93.673, 47.9329
0.29, 0.15, 0.73, 3.7, 9.27, 7.27, 0.799687, 12.3481, 1.12833, 91.305, 43.1136
0.12, 0.15, 0.09, 9.81, 2.72, 2.53, 0.212132, 10.4898, 1.116, 87.9967, 84.8364
-0.04, 0.13, 0.28, 54.34, 4.67, 5.42, 0.311288, 54.8089, 1.074, 86.067, 73.7398
-0.04, 0.01, 0.98, 20.2, 2.43, 13.15, 0.980867, 24.2253, 1.051, 83.9523, 11.4783
-0.5, 0.19, 0.77, 32.94, 21.62, 8.67, 0.93755, 40.344, 1.07433, 74.7917, 39.6461
-0.42, 0.19, 0.98, 7.7, 1.58, 26.65, 1.08301, 27.785, 1.078, 69.7023, 11.4783
-0.35, 0.18, 0.04, 3.86, 134.48, 102.5, 0.395601, 169.133, 1.04133, 75.514, 87.7076
0.39, 0.21, 0.55, 40.79, 205.21, 28.34, 0.706187, 211.135, 1.028, 83.621, 56.633
0.32, 0.02, 0.37, 1.63, 40.29, 0.65, 0.489592, 40.3282, 1.01, 84.593, 68.2844
0.79, 0.06, 0.73, 11.05, 89.74, 31.36, 1.07731, 95.7017, 1.02, 88.7773, 43.1136
0.58, 0.04, 0.72, 38.83, 9.23, 23.77, 0.925419, 46.454, 1.03367, 88.9747, 43.9455
0.41, 0.13, 0.79, 9.94, 0.25, 6.59, 0.8995, 11.9287, 1.05067, 87.288, 37.8145
0.31, 0.21, 0.74, 6.8, 8.16, 4.36, 0.829337, 11.482, 1.07267, 86.1943, 42.2686
0.13, 0.01, 0.02, 16.43, 6.48, 0.41, 0.131909, 17.6664, 1.04167, 84.7677, 88.854
-0.14, 0.04, 0.35, 11.68, 9.64, 3.08, 0.379078, 15.4544, 1.023, 82.8767, 69.5127
-0.45, 0.08, 0.89, 36.49, 2.82, 3.78, 1.0005, 36.7935, 1.02833, 81.3953, 27.1268
-0.33, 0.33, 0.9, 26.32, 8.77, 6.64, 1.0138, 28.5262, 1.05733, 73.4137, 25.8419
-0.34, 0.06, 0.8, 3.06, 65.16, 52.93, 0.871321, 84.0046, 1.06667, 74.541, 36.8699
-0.14, 0.08, 0.93, 3.7, 96.74, 53.26, 0.943875, 110.494, 1.04267, 76.9663, 21.5652
0.11, 0.07, 0.07, 8.37, 103.88, 0.32, 0.147986, 104.217, 1.00433, 77.695, 85.986
0.42, 0.11, 0.21, 2.34, 91.13, 3.72, 0.482286, 91.2359, 1.012, 79.9347, 77.8776
0.52, 0.12, 0.79, 0.46, 65.26, 0.27, 0.953362, 65.2622, 1.04833, 80.663, 37.8145
0.5, 0, 0, 0, 0, 0, 0.5, 0, 1.05433, 79.1793, 90
0.47, 0.03, 0.8, 6.8, 6.98, 5, 0.928332, 10.9526, 1.087, 79.8053, 36.8699
0.42, 0.09, 0.8, 7.68, 0.73, 1.12, 0.90802, 7.79549, 1.07633, 79.795, 36.8699
0.28, 0.03, 0.95, 0.3, 5.02, 5, 0.990858, 7.09157, 1.073, 73.5573, 18.1949
0.01, 0.05, 0.33, 23.45, 8.28, 11.52, 0.333916, 27.4075, 1.03733, 64.2383, 70.7312
-0.11, 0.12, 0.15, 6.93, 0.74, 0.97, 0.221359, 7.03658, 1.01933, 63.1813, 81.3731
0.02, 0.1, 0.81, 10.03, 0.21, 12.64, 0.816395, 16.1374, 0.995333, 62.13, 35.9041
0.01, 0.04, 0.83, 13.31, 6.86, 22.54, 0.831023, 27.0604, 0.979667, 62.3917, 33.9013
-0.01, 0.06, 0.02, 7.77, 0.14, 38.12, 0.0640312, 38.9041, 0.943667, 63.2513, 88.854
0.07, 0.05, 0.97, 14.42, 1.08, 48.8, 0.973807, 50.8974, 0.968, 64.8927, 14.0699
0.1, 0.18, 0.85, 9.12, 0.65, 68.12, 0.874586, 68.7309, 0.990667, 65.3413, 31.7883
0.04, 0.13, 0.06, 9.72, 6.77, 73.84, 0.148661, 74.7841, 0.964, 67.1597, 86.5602
0.24, 0.01, 0.91, 8.86, 30.37, 16.2926, 0.941169, 35.5849, 0.954, 66.9028, 24.4946
-0.35, 0.18, 0.04, 3.86, 134.48, 102.5, 0.395601, 169.133, 0.92, 73.7331, 87.7076
0.39, 0.21, 0.55, 40.79, 205.21, 28.34, 0.706187, 211.135, 0.939333, 74.8498, 56.633
0.32, 0.02, 0.37, 1.63, 40.29, 0.65, 0.489592, 40.3282, 0.924667, 67.1241, 68.2844
0.79, 0.06, 0.73, 11.05, 89.74, 31.36, 1.07731, 95.7017, 0.953667, 70.1101, 43.1136
0.58, 0.04, 0.72, 38.83, 9.23, 23.77, 0.925419, 46.454, 0.945667, 68.0994, 43.9455
0.41, 0.13, 0.79, 9.94, 0.25, 6.59, 0.8995, 11.9287, 0.945333, 66.2644, 37.8145
0.31, 0.21, 0.74, 6.8, 8.16, 4.36, 0.829337, 11.482, 0.943, 66.3491, 42.2686
0.13, 0.01, 0.02, 16.43, 6.48, 0.41, 0.131909, 17.6664, 0.906333, 66.4824, 88.854
-0.14, 0.04, 0.35, 11.68, 9.64, 3.08, 0.379078, 15.4544, 0.918667, 66.5184, 69.5127
-0.45, 0.08, 0.89, 36.49, 2.82, 3.78, 1.0005, 36.7935, 0.948333, 67.1414, 27.1268
-0.33, 0.33, 0.9, 26.32, 8.77, 6.64, 1.0138, 28.5262, 0.953, 67.0961, 25.8419
-0.34, 0.06, 0.8, 3.06, 65.16, 52.93, 0.871321, 84.0046, 0.941, 69.7434, 36.8699
-0.14, 0.08, 0.93, 3.7, 96.74, 53.26, 0.943875, 110.494, 0.939333, 70.8284, 21.5652
0.11, 0.07, 0.07, 8.37, 103.88, 0.32, 0.147986, 104.217, 0.909333, 69.4574, 85.986
0.42, 0.11, 0.21, 2.34, 91.13, 3.72, 0.482286, 91.2359, 0.925667, 68.9448, 77.8776
0.52, 0.12, 0.79, 0.46, 65.26, 0.27, 0.953362, 65.2622, 0.948667, 67.9048, 37.8145
0.5, 0, 0, 0, 0, 0, 0.5, 0, 0.917667, 65.7051, 90
0.23, 0.1, 0.9, 1.29, 0.39, 0.35, 0.934291, 1.39237, 0.942, 65.7728, 25.8419
0.09, 0.1, 0.9, 4.64, 9.55, 4.04, 0.91, 11.3602, 0.935, 65.7544, 25.8419
-0.07, 0.11, 0.03, 6.66, 6.49, 2.37, 0.133791, 9.59649, 0.898333, 65.9541, 88.2809
-0.07, 0.23, 0.9, 5.39, 4.78, 3.1, 0.931558, 7.84286, 0.896333, 66.0524, 25.8419
-0.15, 0.35, 0.96, 6.45, 0.03, 4.13, 1.03276, 7.659, 0.932, 64.9644, 16.2602
-0.11, 0.41, 0.87, 5.65, 0.55, 5.49, 0.968039, 7.89716, 0.965667, 65.0661, 29.5414
-0.06, 0.49, 0.87, 2.39, 3.04, 1.71, 1.0003, 4.22821, 0.982, 64.5414, 29.5414
-0.11, 0.64, 0.95, 3.69, 5.09, 1.33, 1.15074, 6.42597, 1.00933, 63.4548, 18.1949
-0.18, 0.72, 0.93, 7.64, 3.51, 0.32, 1.18983, 8.4138, 1.06733, 62.3028, 21.5652
-0.16, 0.58, 0.81, 0.12, 21.98, 9.48, 1.00901, 23.9375, 1.08267, 61.2121, 35.9041
-0.09, 0.51, 0.84, 7.75, 24.05, 9.04, 0.986813, 26.8363, 1.093, 59.9771, 32.8599
-0.05, 0.54, 0.83, 2.91, 10.75, 5.58, 0.991464, 12.4566, 1.13267, 57.6074, 33.9013
-0.07, 0.6, 0.77, 0.4, 3.626, 30.37, 0.978673, 30.5883, 1.142, 56.9032, 39.6461
-0.35, 0.18, 0.04, 3.86, 134.48, 102.5, 0.395601, 169.133, 1.142, 56.9032, 87.7076
0.39, 0.21, 0.55, 40.79, 205.21, 28.34, 0.706187, 211.135, 1.142, 56.9032, 56.633
0.32, 0.02, 0.37, 1.63, 40.29, 0.65, 0.489592, 40.3282, 1.142, 56.9032, 68.2844
0.79, 0.06, 0.73, 11.05, 89.74, 31.36, 1.07731, 95.7017, 1.142, 56.9032, 43.1136
0.58, 0.04, 0.72, 38.83, 9.23, 23.77, 0.925419, 46.454, 1.142, 56.9032, 43.9455
0.41, 0.13, 0.79, 9.94, 0.25, 6.59, 0.8995, 11.9287, 1.142, 56.9032, 37.8145
0.31, 0.21, 0.74, 6.8, 8.16, 4.36, 0.829337, 11.482, 1.142, 56.9032, 42.2686
0.13, 0.01, 0.02, 16.43, 6.48, 0.41, 0.131909, 17.6664, 1.142, 56.9032, 88.854
-0.14, 0.04, 0.35, 11.68, 9.64, 3.08, 0.379078, 15.4544, 1.142, 56.9032, 69.5127
-0.45, 0.08, 0.89, 36.49, 2.82, 3.78, 1.0005, 36.7935, 1.142, 56.9032, 27.1268
-0.33, 0.33, 0.9, 26.32, 8.77, 6.64, 1.0138, 28.5262, 1.142, 56.9032, 25.8419
-0.34, 0.06, 0.8, 3.06, 65.16, 52.93, 0.871321, 84.0046, 1.142, 56.9032, 36.8699
-0.14, 0.08, 0.93, 3.7, 96.74, 53.26, 0.943875, 110.494, 1.142, 56.9032, 21.5652
0.11, 0.07, 0.07, 8.37, 103.88, 0.32, 0.147986, 104.217, 1.142, 56.9032, 85.986
