@relation lbl

@attribute	Ax	numeric
@attribute	Ay	numeric
@attribute	Az	numeric
@attribute	Asvm	numeric
@attribute	Asma	numeric
@attribute	State	{ Unknown, Trans, Lie,  Sit, Stand, Walk, Active }


@data
-222.656, -591.797, -460.938, 782.472, 1275.39, Stand
-113.281, -447.266, -205.078, 504.912, 1020.51, Stand
-44.9219, 46.875, -365.234, 370.96, 832.682, Stand
-162.109, -175.781, -345.703, 420.344, 795.41, Stand
-134.766, -507.813, -554.688, 764.011, 875.781, Stand
-160.156, -228.516, -316.406, 421.88, 847.331, Stand
-115.234, -238.281, -376.953, 460.598, 830.636, Stand
-197.266, -162.109, -408.203, 481.48, 822.754, Stand
-128.906, -382.813, -371.094, 548.519, 829.427, Stand
-205.078, -160.156, -486.328, 551.563, 831.641, Stand
-173.828, -328.125, -380.859, 531.917, 836.293, Stand
-234.375, -259.766, -417.969, 545.076, 842.611, Stand
-283.203, -412.109, -400.391, 640.586, 862.079, Stand
-246.094, -238.281, -341.797, 483.906, 859.515, Stand
-289.063, -255.859, -261.719, 466.388, 855.99, Stand
-339.844, -99.6094, -244.141, 430.14, 845.215, Stand
-447.266, -277.344, -316.406, 614.068, 856.733, Stand
-394.531, -208.984, -267.578, 520.507, 857.53, Stand
-378.906, -183.594, -337.891, 539.858, 836.697, Stand
-361.328, -193.359, -259.766, 485.205, 839.41, Stand
-373.047, -312.5, -183.594, 520.122, 862.305, Stand
-359.375, -207.031, -199.219, 460.109, 866.862, Stand
-281.25, -164.063, -175.781, 370.023, 834.852, Stand
-416.016, -130.859, -121.094, 452.611, 832.791, Stand
-349.609, -279.297, -193.359, 487.464, 837.891, Stand
-359.375, -189.453, -369.141, 548.915, 846.246, Stand
-333.984, -357.422, -271.484, 559.464, 850.694, Stand
-388.672, -263.672, -378.906, 603.456, 860.677, Stand
-210.938, -175.781, -242.188, 366.126, 846.571, Stand
-308.594, -246.094, -322.266, 509.556, 844.618, Stand
-285.156, -160.156, -160.156, 364.162, 817.383, Stand
-388.672, -214.844, -347.656, 563.993, 824.327, Stand
-384.766, -177.734, -353.516, 551.912, 830.404, Stand
-335.938, -212.891, -244.141, 466.67, 836.48, Stand
-318.359, -189.453, -306.641, 480.909, 823.893, Stand
-306.641, -181.641, -281.25, 454.008, 818.251, Stand
-283.203, -181.641, -339.844, 478.217, 812.934, Stand
-324.219, -197.266, -367.188, 528.07, 817.057, Stand
-306.641, -304.688, -431.641, 610.882, 826.714, Stand
-296.875, -480.469, -142.578, 582.506, 835.286, Stand
-343.75, -97.6563, -128.906, 379.892, 832.465, Stand
-367.188, -314.453, -113.281, 496.528, 839.518, Stand
-83.9844, -70.3125, -283.203, 303.647, 818.142, Stand
