@relation TestSet

@attribute	Asmv	numeric
@attribute	Gsmv	numeric
@attribute	Aavg	numeric
@attribute	Astdev	numeric
@attribute	Gavg	numeric
@attribute	Gstdev	numeric
@attribute	state	{ unknown, idle, walk, active }


@data
0.992018, 2.61874, 1.22222, 0.0171774, 4.27778, 3.51758, idle
1.00175, 3.22992, 1.22333, 0.0169967, 4.47722, 3.45854, idle
1.0017, 3.26379, 1.22389, 0.0167129, 4.65389, 3.42747, idle
0.989596, 3.22126, 1.22389, 0.0167129, 4.86667, 3.29805, idle
0.989596, 3.58579, 1.22333, 0.0169967, 5.015, 3.24976, idle
0.989545, 1.65858, 1.22167, 0.0177169, 5.1, 3.16301, idle
0.992069, 2.18291, 1.22111, 0.0176033, 5.11333, 3.15517, idle
1.0017, 3.52247, 1.22056, 0.0174713, 5.28111, 3.06304, idle
1.0017, 3.29334, 1.21944, 0.0168233, 5.40056, 3.02199, idle
0.996895, 4.17405, 1.21611, 0.0141966, 5.39167, 3.0213, idle
0.9993, 2.4264, 1.21389, 0.00950958, 4.78722, 2.11503, idle
0.987218, 2.44322, 1.21389, 0.00950958, 4.29444, 1.05752, idle
0.989596, 0.845044, 1.21444, 0.00895806, 4.05889, 1.27683, idle
0.989545, 3.0435, 1.21389, 0.00950958, 4.015, 1.27173, idle
0.989747, 0.622977, 1.21389, 0.00950958, 3.91778, 1.43152, idle
0.992018, 2.07764, 1.21333, 0.00942809, 3.89778, 1.43832, idle
0.989596, 3.46954, 1.21333, 0.00942809, 3.89611, 1.43652, idle
0.996895, 4.97805, 1.21167, 0.00897527, 4.16333, 1.61603, idle
1.00901, 4.9452, 1.21278, 0.00989139, 4.36111, 1.76997, idle
1.00175, 1.43283, 1.21278, 0.00989139, 4.17778, 1.84894, idle
0.989545, 5.15493, 1.21167, 0.0101379, 4.3, 2.00199, idle
0.987168, 3.81873, 1.21056, 0.0112902, 4.37111, 2.03491, idle
1.01395, 1.80461, 1.21278, 0.0144551, 4.24056, 2.05222, idle
1.00688, 10.6886, 1.215, 0.0153659, 5.11167, 3.76384, idle
1.00583, 21.7635, 1.21778, 0.0198762, 6.89778, 7.88531, idle
1.00901, 38.7875, 1.22167, 0.0258736, 10.15, 15.154, idle
0.958228, 57.4798, 1.21944, 0.0275826, 15.2639, 25.0067, idle
0.951735, 51.4455, 1.21722, 0.0305151, 19.8544, 29.9064, idle
0.972625, 37.0426, 1.215, 0.0316667, 23.0694, 31.0637, idle
0.97949, 19.0609, 1.21167, 0.0359398, 24.4444, 30.7133, idle
0.992673, 11.191, 1.21, 0.0366667, 25.1739, 30.3002, idle
0.981988, 12.8808, 1.20722, 0.0391302, 25.7211, 29.9965, idle
1.00165, 16.8232, 1.20556, 0.0391893, 26.6706, 29.4606, idle
1.00846, 18.5041, 1.20389, 0.0396006, 27.7833, 28.928, idle
0.975602, 14.1129, 1.19778, 0.0461345, 28.5889, 28.4929, idle
0.98453, 10.0678, 1.19278, 0.0503108, 29.1394, 28.1733, idle
0.977855, 7.49533, 1.18667, 0.0520683, 29.4061, 27.988, idle
0.994535, 6.85137, 1.18, 0.0537484, 29.8956, 27.5757, idle
0.985901, 5.72758, 1.17556, 0.0551989, 29.9972, 27.4971, idle
0.974987, 10.1076, 1.17056, 0.0576842, 30.4028, 27.191, idle
0.966488, 4.09303, 1.16278, 0.0558575, 30.5944, 27.0077, idle
1.00623, 8.46849, 1.15778, 0.0526578, 30.2494, 27.2024, idle
0.975449, 8.15128, 1.14889, 0.0460542, 28.8028, 27.5735, idle
0.964624, 12.0958, 1.13778, 0.0329234, 26.155, 26.3729, idle
0.992018, 2.07764, 1.13944, 0.0356639, 20.9228, 20.3758, idle
0.989596, 3.46954, 1.14222, 0.0389523, 16.3256, 12.4927, idle
0.996895, 4.97805, 1.14333, 0.0402768, 13.3306, 6.22424, idle
1.00901, 4.9452, 1.14833, 0.0448764, 12.1694, 5.19526, idle
1.00175, 1.43283, 1.15111, 0.0481766, 11.4883, 5.67868, idle
0.963172, 9.8207, 1.14667, 0.0516398, 11.6228, 5.75615, idle
0.973139, 11.8015, 1.14056, 0.052649, 11.6544, 5.79238, idle
0.98453, 6.2488, 1.13667, 0.0521749, 10.7811, 5.12144, idle
0.984327, 5.62577, 1.13722, 0.0518337, 10.1189, 4.64405, idle
0.975807, 8.98038, 1.13778, 0.0515919, 9.99833, 4.4795, idle
1.00369, 14.1724, 1.13778, 0.0515919, 10.555, 5.26692, idle
0.977036, 10.6392, 1.13833, 0.0513431, 10.7922, 5.36118, idle
0.962756, 5.82857, 1.13444, 0.0550981, 10.7, 5.3954, idle
0.981886, 10.3211, 1.13167, 0.0579511, 10.7622, 5.43034, idle
0.980255, 13.9379, 1.12611, 0.0642166, 11.6678, 5.9469, idle
0.922876, 17.9271, 1.11833, 0.0691416, 12.425, 6.75623, idle
0.954306, 8.22142, 1.115, 0.0708872, 12.6489, 6.72161, idle
1.00846, 18.5041, 1.12, 0.072111, 13.0594, 7.12029, idle
0.975602, 14.1129, 1.11389, 0.0688104, 13.9867, 6.86328, idle
0.98453, 10.0678, 1.10833, 0.0647431, 14.65, 6.57517, idle
0.977855, 7.49533, 1.10389, 0.0609316, 14.9111, 6.37473, idle
0.994535, 6.85137, 1.09722, 0.0527895, 15.0939, 6.20038, idle
0.985901, 5.72758, 1.09111, 0.0424119, 15.5239, 5.49452, idle
0.974987, 10.1076, 1.09278, 0.0421381, 15.3656, 5.5178, idle
0.966488, 4.09303, 1.09444, 0.042193, 14.6867, 5.82964, idle
1.00623, 8.46849, 1.09667, 0.0439697, 14.935, 5.61146, idle
0.975449, 8.15128, 1.09667, 0.0439697, 15.0167, 5.52003, idle
0.964624, 12.0958, 1.095, 0.0436208, 15.0544, 5.52349, idle
0.992018, 2.07764, 1.1, 0.0507718, 14.0022, 5.85965, idle
0.989596, 3.46954, 1.105, 0.0565931, 13.475, 6.17196, idle
0.996895, 4.97805, 1.11333, 0.0588784, 13.4494, 6.19582, idle
1.00901, 4.9452, 1.12333, 0.06245, 13.0622, 6.3447, idle
1.00901, 4.9452, 1.13556, 0.0605734, 12.215, 6.02323, idle
0.980408, 3.08133, 1.02, 0, 4.08, 0, walk
0.886228, 56.8396, 1.15, 0.13, 40.92, 36.84, walk
1.09745, 77.8112, 1.30667, 0.245674, 71.5633, 52.7524, walk
0.88295, 107.73, 1.335, 0.218346, 90.815, 56.5596, walk
1.36733, 95.8877, 1.38, 0.215035, 100.06, 53.8616, walk
1.15326, 107.473, 1.40667, 0.205156, 107.557, 51.9477, walk
0.83863, 59.2862, 1.37571, 0.20451, 105.494, 48.3588, walk
0.816333, 68.1824, 1.34875, 0.204171, 104.191, 45.3667, walk
0.95572, 112.341, 1.36778, 0.199877, 113.381, 50.0508, walk
1.1637, 172.391, 1.371, 0.189866, 121.359, 53.1733, walk
1.31244, 59.6373, 1.4, 0.202933, 118.915, 51.2842, walk
0.822982, 37.6731, 1.3575, 0.240039, 112.353, 53.7082, walk
0.470532, 101.031, 1.29923, 0.30648, 116.821, 53.8719, walk
0.932416, 59.8646, 1.30643, 0.29647, 115.089, 52.2866, walk
1.76329, 229.563, 1.386, 0.413131, 132.055, 81.1284, walk
0.980408, 1.61075, 1.36312, 0.409706, 123.945, 84.5998, walk
0.990101, 1.8348, 1.34235, 0.406065, 116.796, 86.913, walk
0.970258, 3.1894, 1.32333, 0.40234, 110.523, 88.335, walk
0.980102, 1.76731, 1.32222, 0.403203, 110.452, 88.4211, walk
0.980255, 2.22481, 1.30722, 0.409469, 106.297, 91.5619, walk
0.980102, 2.57515, 1.27278, 0.407783, 99.0939, 94.2498, walk
0.970052, 2.13696, 1.24833, 0.411397, 91.0233, 95.8733, walk
0.980102, 1.15243, 1.21722, 0.40781, 83.5028, 97.2679, walk
0.990101, 1.97101, 1.18778, 0.402541, 75.5978, 97.7265, walk
0.96026, 2.0693, 1.17667, 0.405079, 70.6122, 98.9863, walk
0.970258, 2.88148, 1.16778, 0.407098, 65.5367, 99.9398, walk
0.970206, 2.75254, 1.13833, 0.399656, 55.3261, 96.3428, walk
0.886228, 56.8396, 1.13167, 0.396222, 48.915, 90.6274, walk
1.09745, 77.8112, 1.12778, 0.391032, 51.0467, 92.1132, walk
0.88295, 107.73, 1.15722, 0.391972, 57.0689, 94.7121, walk
1.36733, 95.8877, 1.21056, 0.377572, 55.2139, 92.781, walk
1.15326, 107.473, 1.21833, 0.3828, 58.1289, 94.713, walk
0.83863, 59.2862, 1.14556, 0.223662, 42.7694, 58.4236, walk
0.816333, 68.1824, 1.15333, 0.221585, 47.9239, 58.717, walk
0.95572, 112.341, 1.18167, 0.23372, 58.1733, 65.5787, walk
1.1637, 172.391, 1.20389, 0.234406, 68.6883, 70.9831, walk
1.31244, 59.6373, 1.24222, 0.253565, 73.7817, 69.3428, walk
0.822982, 37.6731, 1.23556, 0.26105, 75.8489, 67.7368, walk
0.470532, 101.031, 1.21333, 0.294976, 85.1394, 68.5982, walk
0.932416, 59.8646, 1.23667, 0.292195, 90.0989, 65.6665, walk
1.76329, 229.563, 1.32, 0.404955, 110.539, 88.3154, walk
0.970258, 0.966954, 1.31944, 0.405387, 110.455, 88.4184, walk
0.990101, 2.35181, 1.32056, 0.404509, 110.431, 88.4481, walk
0.980102, 2.54892, 1.32056, 0.404509, 110.418, 88.4635, walk
0.970206, 3.64402, 1.32056, 0.404509, 110.504, 88.359, walk
0.960052, 2.88236, 1.30333, 0.412391, 106.409, 91.4368, walk
0.980204, 2.42704, 1.26889, 0.410391, 99.2189, 94.1238, walk
0.980102, 2.37674, 1.24556, 0.413067, 91.1578, 95.7514, walk
0.970206, 2.05258, 1.21389, 0.409582, 83.6661, 97.1339, walk
0.970206, 1.5499, 1.18333, 0.404599, 75.7072, 97.6468, walk
0.980255, 2.0413, 1.17333, 0.40653, 70.6889, 98.9356, walk
0.980102, 1.98063, 1.16444, 0.408469, 65.5878, 99.9093, walk
0.980204, 1.08273, 1.13556, 0.400614, 55.2906, 96.3643, walk
